,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ゴールドハンマー,牝3,54.0,横山典,村田,502(+14),美浦,2022103779,00660,ミスターメロディ  ,フレッシビレ  ,スズカコーズウェイ  ,-0.7565857323036919,10
1,2,2,ロードフロイデ,牡3,56.0,横山和,小栗,458(+6),栗東,2022100613,01140,ドゥラメンテ  ,アドマイヤシャイ  ,キンシャサノキセキ  ,-1.094634664707026,11
2,2,3,レミギノテソーロ,牡3,56.0,木幡巧,牧,478(-2),美浦,2022101796,01162,ノーブルミッション  Noble Mission(英)  ,ナトゥーラ  ,フジキセキ  ,-0.4282363774191774,6
3,3,4,レゼールドラペ,セ3,56.0,大野,高柳瑞,422(-4),美浦,2022106398,01096,デクラレーションオブウォー  ,ヤヤラーラ  ,ゼンノロブロイ  ,-2.326958243036622,14
4,3,5,マーゴットレーヴ,牝5,56.0,丸田,伊坂,476(+2),美浦,2020105813,01117,エスポワールシチー  ,シリカ  ,メイショウボーラー  ,0.7017326423161593,2
5,4,6,キチロクキャップ,牡3,54.0,△長浜,松永康,524(+12),美浦,2022103636,01214,ビッグアーサー  ,ミキノセレナーデ  ,コロナドズクエスト  Coronado's Quest(米)  ,0.9177782491758487,1
6,4,7,タツブラック,牡3,53.0,▲佐藤,的場,500(0),美浦,2022104257,01207,タツゴウゲキ  ,オリオンザブラック  ,サクラプレジデント  ,-0.6745176295709849,9
7,5,8,ワイルデンウーリー,牝3,54.0,三浦,大久保,480(-4),栗東,2022110010,01122,Bernardini  (米)  ,Merino  ,More Than Ready  ,-2.016138202263305,13
8,5,9,アイスブレイカー,牡4,58.0,内田博,伊坂,498(+4),美浦,2021103332,00422,ホッコータルマエ  ,チクタクボンボン  ,ゴールドアリュール  ,-3.238094839384036,15
9,6,10,グランプリショット,牡4,58.0,吉田豊,加藤征,498(-4),美浦,2021104631,00733,サトノアラジン  ,ストライクショット  ,ファルブラヴ  Falbrav(愛)  ,0.07876648531745267,4
10,6,11,ハーモニーソング,牝3,54.0,津村,田島,456(+10),美浦,2022104440,01092,デクラレーションオブウォー  ,リルティングソング  ,スペシャルウィーク  ,-0.09134264949457806,5
11,7,12,ピコテンダー,牝3,53.0,戸崎圭,上原佑,488(+4),美浦,2022110132,05386,Justify  (米)  ,Lightstream  ,Harlan's Holiday  ,-1.4913075719968283,12
12,7,13,リッキースタイル,牡3,56.0,石橋脩,水野,476(+7),美浦,2022103577,01077,ジャスタウェイ  ,ラズールリッキー  ,スタチューオブリバティ  Statue of Liberty(米)  ,0.5545028212262523,3
13,8,14,ユニヴェール,セ4,58.0,菅原明,高木,472(+2),美浦,2021103044,01179,カリフォルニアクローム  California Chrome(米)  ,デヴェロッペ  ,ボストンハーバー  Boston Harbor(米)  ,-0.6713218688021065,8
14,8,15,ファートム,セ5,58.0,原,金成,470(-14),美浦,2020106659,01184,ラニ  ,タオヤメ  ,ルーラーシップ  ,-0.48918728122926874,7
