,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ヘンリー,牡5,54.0,吉村,吉岡,542(-2),栗東,2020104982,01216,ヘニーヒューズ  Henny Hughes(米)  ,ピカケレイ  ,ディープブリランテ  ,1.886336064017933,3
1,1,2,パルデンス,牡7,55.0,小崎,森一,496(+2),美浦,2018104775,01152,ディープブリランテ  ,ヘヴンリークルーズ  ,ファルブラヴ  Falbrav(愛)  ,-2.2980951366024307,13
2,2,3,タマモダイジョッキ,牡7,56.0,高杉,緒方,486(0),栗東,2018104332,01213,ヘニーヒューズ  Henny Hughes(米)  ,チャームポット  ,フジキセキ  ,0.6797793683550194,6
3,2,4,ノボリショウリュウ,牡4,56.0,武豊,石橋,464(0),栗東,2021102718,00666,リアルスティール  ,スウィングダンス  ,クロフネ  ,-0.14334159289304668,9
4,3,5,プロミシングスター,牡4,56.0,団野,高橋忠,454(-6),栗東,2021103073,01180,マジェスティックウォリアー  Majestic Warrior(米)  ,ファインチョイス  ,アドマイヤムーン  ,2.091094221324886,1
5,3,6,ライジン,牡5,56.0,池添,池添,492(+6),栗東,2020107082,01032,Speightstown  (米)  ,ケンジントンII  Kensington(米)  ,Kitten's Joy  (米)  ,-1.4197638715787562,11
6,4,7,ビルカール,牡5,54.0,丹内,水野,462(-8),美浦,2020105250,01091,ミッキーアイル  ,サンシャインキッス  ,ストリートセンス  Street Sense(米)  ,-5.086012089327587,16
7,4,8,ワレハウミノコ,牝5,52.0,高倉,武英,462(+2),栗東,2020102831,01130,キタサンブラック  ,キャンディネバダ  Candy Nevada(亜)  ,Pure Prize  ,-4.036272247910166,14
8,5,9,セミマル,牡5,55.0,西村淳,西村,534(-4),栗東,2020104893,01171,アメリカンペイトリオット  ,ラルティスタ  ,マイネルラヴ  ,-1.069614643793358,10
9,5,10,エストレヤデベレン,牡4,57.0,ルメール,武幸,536(-10),栗東,2021106587,05339,エピファネイア  ,レゼトワール  ,ファスリエフ  Fasliyev(米)  ,1.360107004522615,5
10,6,11,テイエムランウェイ,牡6,55.0,鮫島良,河嶋,494(+6),栗東,2019106632,01099,スズカコーズウェイ  ,タイムトゥラン  ,ブライアンズタイム  Brian's Time(米)  ,-4.682491665959046,15
11,6,12,グランフォーブル,牡5,54.0,酒井,土田,484(+2),美浦,2020101303,01034,タリスマニック  Talismanic(英)  ,マオリオ  ,ネオユニヴァース  ,-1.7272998627563192,12
12,7,13,ダノンフィーゴ,牡3,55.0,川田,友道,476(+6),栗東,2022100623,01088,Into Mischief  ,オリーズキャンディ  Ollie's Candy(米)  ,Candy Ride  ,0.3106827875315502,7
13,7,14,イノセントキャット,牝4,53.0,横山武,久保田,454(0),美浦,2021104745,01170,シュヴァルグラン  ,イルーシヴキャット  ,キングカメハメハ  ,-0.052146484681798576,8
14,8,15,ジャーヴィス,牡5,55.0,坂井,千田,498(+4),栗東,2020103902,01163,ビーチパトロール  Beach Patrol(米)  ,ジェルヴェーズ  ,メイショウサムソン  ,1.8228954648900249,4
15,8,16,レーウィン,セ4,55.0,岩田康,上村,514(+14),栗東,2021100734,05203,ヘニーヒューズ  Henny Hughes(米)  ,フジインザスカイ  ,ディープスカイ  ,1.897907832071337,2
