,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,メイショウカイト,牝7,56.0,高杉,荒川,478(+6),栗東,2018103368,01213,ラブリーデイ  ,デンコウデア  ,スペシャルウィーク  ,-3.7578457943178667,8
1,2,2,フェアリーライク,牝3,54.0,武豊,笹田,468(+4),栗東,2022106322,00666,ゴールドアクター  ,ヒノクニノオンナ  ,ヘニーヒューズ  Henny Hughes(米)  ,-4.457804623140317,10
2,3,3,ドンアチェカ,牡5,58.0,菱田,千田,494(+6),栗東,2020105542,01144,マジェスティックウォリアー  Majestic Warrior(米)  ,タガノラヴキセキ  ,フジキセキ  ,-3.7897712994764605,9
3,4,4,ミニトランザット,牡3,55.0,☆吉村,杉山佳,468(+10),栗東,2022105230,01216,エピファネイア  ,イチオクノホシ  ,ゼンノロブロイ  ,1.0548904813451248,2
4,5,5,ヴィスマール,牡4,58.0,西村淳,奥村豊,450(-2),栗東,2021105459,01171,ブリックスアンドモルタル  Bricks and Mortar(米)  ,オーマイベイビー  ,ディープインパクト  ,-1.3168929463676324,7
5,6,6,エーデルサンライズ,牝5,56.0,小崎,小林,450(+2),栗東,2020102329,01152,シャンハイボビー  Shanghai Bobby(米)  ,デイジーフローラ  ,キングカメハメハ  ,-0.6649614821209222,5
6,7,7,アンジョルラス,セ4,58.0,藤岡佑,藤野,500(0),栗東,2021106682,01093,キズナ  ,ラビルキン  La Birkin(亜)  ,Indygo Shiner  ,-0.8791167936302963,6
7,7,8,ロンドボス,牝3,54.0,横山武,藤原,460(+8),栗東,2022104988,01170,モーリス  ,フィニフティ  ,ディープインパクト  ,1.384374419826686,1
8,8,9,オトコギアンパン,牡4,58.0,松山,小栗,502(+2),栗東,2021102727,01126,モーリス  ,パールズシャイン  ,ディープインパクト  ,0.837587182399519,3
9,8,10,サクラオーラ,牝6,56.0,酒井,河嶋,454(0),栗東,2019106280,01034,シルバーステート  ,サクラクローバー  ,サウスヴィグラス  ,0.04511734492887526,4
