,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,スーパーガール,牝2,53.0,△長浜,伊藤圭,494(-2),美浦,2023102602,01214,ドレフォン  Drefong(米)  ,パワースポット  ,スズカマンボ  ,-1.9631734257600666,14
1,2,2,アレキサンダーサン,牡2,56.0,丸田,伊坂,454(-4),美浦,2023100810,01117,エスケンデレヤ  ,マリノピュアハート  ,スマートファルコン  ,-0.9280729061934538,2
2,3,3,ランニングビーチ,牡2,56.0,木幡巧,牧,470(-4),美浦,2023103632,01162,ルヴァンスレーヴ  ,ロージーチークス  ,デュランダル  ,-0.9969593080659318,3
3,3,4,オテモヤン,牝2,52.0,▲遠藤,本間,462(-6),美浦,2023109104,01218,ロードバリオス  ,ドリーボンズレガシー  Dreabons Legacy(米)  ,Proud Citizen  ,-1.2412751415168968,4
4,4,5,マイネルテオドロス,牡2,56.0,佐々木,菊川,458(+6),美浦,2023106407,01197,ダノンバラード  ,マイネフェリックス  ,アグネスデジタル  ,-1.255139462562922,5
5,4,6,ウルヴァリン,牡2,56.0,松岡,伊藤伸,486(+2),美浦,2023106170,01085,ベストウォーリア  ,リクエストアワー  ,ネオユニヴァース  ,-1.9217741715045749,13
6,5,7,リフレックス,牡2,56.0,三浦,金成,462(+8),美浦,2023105748,01122,モーニン  ,ライゼリート  ,ゼンノロブロイ  ,-1.895865600123868,12
7,5,8,タイセイゴッシュ,牡2,56.0,原,池上,476(-6),美浦,2023106037,01184,アルアイン  ,タイセイパルフェ  ,ロードカナロア  ,-1.3690589100705888,6
8,6,9,アージェンタイド,牡2,56.0,吉田豊,池上,432(+6),美浦,2023102411,00733,ブラックタイド  ,ブランメジェール  ,Hansen  ,0.035398042887782484,1
9,6,10,ヌクレオチド,牡2,56.0,柴田善,粕谷,470(+8),美浦,2023101724,00641,モズアスコット  ,スニップ  ,エピファネイア  ,-1.885836648547111,11
10,7,11,サンマルフォース,牡2,56.0,岩部,和田勇,468(-2),美浦,2023101647,00726,フォーウィールドライブ  Four Wheel Drive(米)  ,タガノシムナ  ,ロードカナロア  ,-1.559928683227748,8
11,7,12,スタームーンナイト,牡2,56.0,横山和,中舘,498(+2),美浦,2023105841,01140,ヴァンゴッホ  ,エイスノート  ,ロードカナロア  ,-1.559928683227748,8
12,8,13,マジックショー,牡2,56.0,内田博,奥平,444(+10),美浦,2023106611,00422,タリスマニック  Talismanic(英)  ,ロマンスマジック  ,プリサイスエンド  Precise End(米)  ,-1.6750995010099692,10
13,8,14,ユイノカタリベ,牡2,56.0,木幡初,竹内,514(0),美浦,2023106577,01153,タワーオブロンドン  ,ランリーナ  ,エイシンフラッシュ  ,-1.4327779776739942,7
