,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ピルスナー,牝2,55.0,原,青木,438(+4),美浦,2023106458,01184,ベンバトル  Benbatl(英)  ,ネオザミスティック  ,ハーツクライ  ,-2.3723743367808474,12
1,2,2,ナンヨーメルシー,牡2,53.0,▲佐藤,杉浦,412(-6),美浦,2023106579,01207,ルーラーシップ  ,ルエヴェルロール  ,ステイゴールド  ,-0.2023679908208899,2
2,3,3,リーデレクオーレ,牝2,55.0,柴田大,土田,416(-2),美浦,2023104425,01009,アルアイン  ,ゴルトメーネ  ,バゴ  Bago(仏)  ,-2.5857095829251713,13
3,4,4,チュウワメロディー,牡2,56.0,三浦,小崎,462(+8),栗東,2023106766,01122,ミスターメロディ  ,チュウワプリンセス  ,スペシャルウィーク  ,-0.729213321090949,4
4,4,5,ブラーヴジャン,牡2,56.0,大野,和田勇,424(+10),美浦,2023103238,01096,ダノンプレミアム  ,クイーンオブハルカ  ,Singspiel  (愛)  ,-0.9306784890185757,7
5,5,6,フェイスリフト,牡2,56.0,内田博,嘉藤,450(0),美浦,2023106605,00422,フォーウィールドライブ  Four Wheel Drive(米)  ,ポンポン  ,ブラックタイド  ,-1.9652589961764881,11
6,5,7,リュウノエッセンス,牝2,55.0,松岡,伊藤伸,448(+2),美浦,2023102830,01085,アドマイヤマーズ  ,ティーケイキャット  ,Bluegrass Cat  ,-1.13155091420867,8
7,6,8,ノブピースオブラブ,牡2,56.0,吉田豊,小島,462(+6),美浦,2023105777,00733,Dark Angel  ,カタールパワー  Qatar Power(仏)  ,Le Havre  ,-1.832307234927032,10
8,6,9,ヴェンデボヌール,牡2,56.0,戸崎圭,久保田,462(-2),美浦,2023100276,05386,ダノンスマッシュ  ,キーウエスト  ,ネオユニヴァース  ,-0.6892094533514688,3
9,7,10,セイウンシシマイ,牡2,56.0,佐々木,杉浦,460(-2),美浦,2023104697,01197,インディチャンプ  ,セイウンアカマイ  ,アニマルキングダム  Animal Kingdom(米)  ,-0.8686185374217557,6
10,7,11,ザバルガド,牝2,53.0,△長浜,奥村武,436(-4),美浦,2023103499,01214,イスラボニータ  ,ハーエミネンシー  Her Emmynency(米)  ,Successful Appeal  (米)  ,1.0890612140084035,1
11,8,12,ミラクルスパート,牝2,51.0,★谷原,小野,434(+18),美浦,2023101185,01219,タワーオブロンドン  ,ファストムーン  ,アドマイヤムーン  ,-1.418083576605751,9
12,8,13,トンガリボウシ,牝2,52.0,▲遠藤,加藤和,408(-2),美浦,2023100895,01218,シュヴァルグラン  ,レインボーマリーン  ,サクラバクシンオー  ,-0.7411838429940321,5
