,式別,馬番,配当,人気
0,単勝,15,160,1
1,複勝,15,110,1
2,複勝,4,180,3
3,複勝,5,760,8
4,枠連,2-8,440,2
5,馬連,4-15,480,2
6,ワイド,4-15,250,2
7,ワイド,5-15,1280,12
8,ワイド,4-5,3880,29
9,馬単,15→4,710,2
10,3連複,4-5-15,7460,22
11,3連単,15→4→5,11910,33
