,式別,馬番,配当,人気
0,単勝,14,540,3
1,複勝,14,220,4
2,複勝,15,440,7
3,複勝,5,210,3
4,枠連,7-8,1860,7
5,馬連,14-15,4290,19
6,ワイド,14-15,1510,19
7,ワイド,5-14,1070,14
8,ワイド,5-15,2560,32
9,馬単,14→15,7240,31
10,3連複,5-14-15,13580,50
11,3連単,14→15→5,58170,208
