,式別,馬番,配当,人気
0,単勝,12,210,1
1,複勝,12,110,1
2,複勝,11,260,5
3,複勝,3,420,7
4,枠連,8-8,960,4
5,馬連,11-12,870,3
6,ワイド,11-12,460,4
7,ワイド,3-12,820,8
8,ワイド,3-11,1270,16
9,馬単,12→11,1550,4
10,3連複,3-11-12,5840,20
11,3連単,12→11→3,14570,39
