,式別,馬番,配当,人気
0,単勝,12,1440,5
1,複勝,12,350,5
2,複勝,5,170,2
3,複勝,8,410,7
4,枠連,5-8,1160,5
5,馬連,5-12,3240,12
6,ワイド,5-12,1020,12
7,ワイド,8-12,2010,21
8,ワイド,5-8,870,9
9,馬単,12→5,6890,25
10,3連複,5-8-12,8940,29
11,3連単,12→5→8,66640,189
