,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,セイルトゥグローリ,牡2,55.0,岩田望,中舘,512(0),美浦,2024107327,1174,エフフォーリア,セイリングホーム,Shamardal,-0.5085992581353572,8,-0.1294318638406622,5,,5,52.2,46.2,52.5,5
1,2,2,ジョドレルバンク,牡2,55.0,レーン,武井,520(0),美浦,2024106161,5585,エフフォーリア,アースライズ,マンハッタンカフェ,0.2714772059687108,5,-0.0401021825178984,1,,1,72.9,74.5,73.0,1
2,3,3,サノノキセキ,牡2,55.0,丹内,尾形,462(0),美浦,2024100178,1091,キセキ,メメクザリアーナ,ジャングルポケット,1.767036091680944,1,0.1311602575219265,6,,3,48.9,55.5,43.9,7
3,4,4,レオンティウス,牡2,55.0,丸山,田中勝,484(0),美浦,2024104668,1127,アドマイヤマーズ,エルラディユー,Unbridled's Song,1.3968954132181357,2,0.0887739654426628,10,,2,37.4,56.4,41.1,9
4,5,5,セイウンオオゾラ,牡2,55.0,幸,小手川,468(0),美浦,2024103837,732,ゴールドシップ,サトノジャスミン,Wilburn,-1.732527819548317,10,-0.2695888271435092,8,,10,41.2,42.5,41.9,8
5,6,6,ジュンヴォルティス,牡2,55.0,横山武,高柳瑞,472(0),美浦,2024106599,1170,シルバーステート,ホロロジスト,Gemologist,-0.8514404464961035,9,-0.168691981931467,2,,7,55.2,44.8,55.4,2
6,7,7,シアルナーレ,牡2,55.0,戸崎圭,田中博,442(0),美浦,2024105911,5386,コントレイル,ストロベリームーン,キンシャサノキセキ,0.5179996116180008,3,-0.0118719141417532,7,,9,46.5,42.7,44.0,6
7,7,8,ヴィラーニ,牡2,55.0,松山,藤岡健,446(0),栗東,2024105839,1126,シスキン,ゲッレールト,ハーツクライ,-0.333681824209167,7,-0.1094013676656903,3,,6,52.6,44.8,52.7,4
8,8,9,ヴェントリナ,牝2,55.0,津村,相沢,436(0),美浦,2024101041,1092,ゴールドシップ,ライフアンドソウル,ノヴェリスト,-0.295904345294442,6,-0.105075317197669,9,,8,40.9,42.9,40.6,10
9,8,10,マテンロウアルカナ,牡2,55.0,横山典,松永幹,520(0),栗東,2024106502,660,キタサンブラック,ハーレクイーン,Canford Cliffs,0.4304367589579354,4,-0.0218990872251245,4,,4,52.2,49.8,54.9,3
