,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,オーサムデアラー,セ6,60.0,五十嵐,上原博,488(-12),美浦,2020102952,01069,マインドユアビスケッツ,デアリングハート,サンデーサイレンス
1,2,2,アルヴィア,牡5,60.0,上野,和田雄,478(-2),美浦,2021106965,01087,シュヴァルグラン,アイアムラヴィング,ファルブラヴ
2,3,3,セイフウサツキ,牡4,60.0,難波,松永幹,476(-8),栗東,2022101461,01066,サトノクラウン,モンローライン,ダンスインザダーク
3,3,4,テンカオーライ,牡6,60.0,中村,松下,504(+2),栗東,2020102959,01101,マインドユアビスケッツ,トゥールエッフェル,フレンチデピュティ
4,4,5,ロードオールライト,牡5,60.0,小牧加,中内田,520(-2),栗東,2021100148,01196,ハーツクライ,スピニングワイルドキャット,ハードスパン
5,4,6,オリンポスカズマ,牡6,60.0,小坂,平田,534(0),栗東,2020102013,01063,ヴィクトワールピサ,サクラサクラサクラ,アッミラーレ
6,5,7,ゴールデンルーキー,牡5,60.0,草野,粕谷,476(+4),美浦,2021110146,01113,Catholic Boy,Gold N Shaft,Mineshaft
7,5,8,コトブキヘスペラス,牡6,60.0,金子,金成,470(+4),美浦,2020100209,01052,ハーツクライ,エーシンベロシティ,Lemon Drop Kid
8,6,9,クリアクォーツ,牡4,60.0,大江圭,的場,478(-4),美浦,2022101587,01120,タワーオブロンドン,クリアソウル,アグネスデジタル
9,6,10,フォーディアライフ,セ5,60.0,高田,矢嶋,534(-2),美浦,2021104770,01046,ドレフォン,ディアマイダーリン,ハーツクライ
10,7,11,イモータルバード,牡5,57.0,▲土田,栗田,464(-18),美浦,2021100674,01198,レイデオロ,アスカビレン,ブラックタイド
11,7,12,アクロスザリバー,牡4,57.0,▲坂口,蛯名利,432(-2),美浦,2022100481,01211,カリフォルニアクローム,トクラットリバー,ウォーエンブレム
12,8,13,モズナイスバディー,牡5,60.0,森一,飯田,492(-6),栗東,2021102845,01139,マジェスティックウォリアー,モズラコルタ,ヴィクトワールピサ
13,8,14,スペイドアン,牡5,60.0,伴,加藤士,518(+8),美浦,2021103770,01149,カリフォルニアクローム,ヘヴンリーウインド,ダイワメジャー
