,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,カゼノオモイデ,牝3,55.0,野中,佐藤吉,428(0),美浦,2023100890,1158,イスラボニータ,オモイデヲノセテ,アドマイヤムーン,0.20961922785797277,6,-0.15114504742701712,6,,
1,1,2,ハクサンミレイ,牝3,55.0,大野,松山,458(0),美浦,2023105691,1096,シルポート,アクロスザシャイン,タニノギムレット,-0.1975221404060232,7,-0.2498991234819594,7,,
2,2,3,キタノローズ,牝3,55.0,菅原明,室井,464(-6),美浦,2023100693,1179,サンダースノー,アリュージョン,アドマイヤムーン,0.3345795747467114,4,-0.12083532072663226,4,,
3,2,4,ユキノサイエンス,牝3,55.0,北村宏,小野,410(+10),美浦,2023103256,1043,ノヴェリスト,ユキノサンブライト,ブラックタイド,0.30208834452563027,5,-0.12871622321033852,5,,
4,3,5,カーボフリオ,牝3,52.0,▲佐藤,高木,452(+4),美浦,2023103404,1207,ナダル,サザナミ,ディープインパクト,-2.57821589968377,14,-0.8273477221583703,14,,
5,3,6,ダイユウレゾナンス,牝3,53.0,△舟山,松永康,440(-8),美浦,2023101801,1221,ローレルゲレイロ,ダイユウドナテラ,クロフネ,-1.3302067070969734,10,-0.5246371544568116,10,,
6,4,7,エリースノー,牝3,55.0,津村,武市,432(+8),美浦,2023103226,1092,サンダースノー,エリーティアラ,ケイムホーム,1.2737179172925237,2,0.1069571526870378,2,,
7,4,8,ビリキナータ,牝3,55.0,杉原,大和田,442(-2),美浦,2023106884,1135,クリソベリル,ウィキッドアイズ,オルフェーヴル,1.4164613875435323,1,0.1415802605712117,1,,
8,5,9,ルクリーシア,牝3,55.0,ゴンサルベ,黒岩,452(+1),美浦,2023107322,5675,ロードカナロア,リングネブラ,ハーツクライ,-1.730726176285373,12,-0.621785057383909,12,,
9,5,10,アジーザム,牝3,52.0,▲上里,松尾,396(0),美浦,2023102951,1217,ドレフォン,ミッキーバディーラ,ディープインパクト,-0.38101416378750796,8,-0.29440598680993435,8,,
10,6,11,テンハートビート,牝3,55.0,丹内,西田,454(+10),美浦,2023104170,1091,リオンディーズ,ベストリーダー,ゼンノロブロイ,-3.0608314830429544,16,-0.944408428191685,16,,
11,6,12,ロンバスブレス,牝3,55.0,菊沢,石栗,466(-4),美浦,2023106053,1161,イスラボニータ,プリンセスヨウク,エンパイアメーカー,0.8489800578019366,3,0.003934963960812957,3,,
12,7,13,パウラメロディーア,牝3,55.0,木幡巧,清水英,486(0),美浦,2023102040,1162,ビッグアーサー,ツバキチャン,キズナ,-1.810874295903354,13,-0.6412253651427672,13,,
13,7,14,フィーユレアル,牝3,55.0,横山琉,斎藤誠,476(+8),美浦,2023101443,1192,リオンディーズ,アリストライン,ハーツクライ,-1.6790182095312516,11,-0.6092430440206983,11,,
14,8,15,グラデュエール,牝3,55.0,木幡初,粕谷,424(0),美浦,2023103225,1153,ミスチヴィアスアレックス,マドリガルスコア,ダンスインザダーク,-2.6405576084700866,15,-0.8424690002469359,15,,
15,8,16,ペリバジャ,牝3,52.0,▲石神道,和田郎,412(-2),美浦,2023103459,1209,イスラボニータ,セクシーフェイス,エピファネイア,-0.9040581866979843,9,-0.42127280321531574,9,,
