,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id,通過,上り
202103010502,1,7,12,メイショウホオズキ,牝3,54.0,吉田豊,0:1:48.8,,6.2,4.0,466,[東] 高柳瑞樹,ダート,1700,晴,良,2021年07月17日,未勝利,2018100595,00733,7-7-5-6,38.5
202103010502,2,6,10,ユキヤコンコン,牝3,53.0,菅原明良,0:1:49.0,1.1/4,3.8,2.0,466,[東] 上原博之,ダート,1700,晴,良,2021年07月17日,未勝利,2018106091,01179,11-10-8-9,38.3
202103010502,3,3,5,ビリーヴインミー,牝3,54.0,三浦皇成,0:1:49.0,クビ,3.2,1.0,466,[東] 萩原清,ダート,1700,晴,良,2021年07月17日,未勝利,2018103739,01122,4-3-5-4,38.8
202103010502,4,7,13,アポロスマイル,牝3,51.0,永野猛蔵,0:1:49.0,ハナ,8.7,5.0,484,[東] 岩戸孝樹,ダート,1700,晴,良,2021年07月17日,未勝利,2018104389,01188,4-5-3-4,38.9
202103010502,5,3,4,ホウオウハイエスト,牝3,51.0,原優介,0:1:49.3,1.1/2,14.2,6.0,516,[東] 奥村武,ダート,1700,晴,良,2021年07月17日,未勝利,2018103513,01184,9-7-8-6,38.6
202103010502,6,5,8,サンマルベローチェ,牝3,54.0,武士沢友,0:1:50.1,5,109.7,11.0,468,[東] 佐藤吉勝,ダート,1700,晴,良,2021年07月17日,未勝利,2018100123,01029,2-2-2-1,40.2
202103010502,7,1,1,エターナルルビー,牝3,54.0,木幡初也,0:1:50.2,クビ,33.9,8.0,422,[東] 宗像義忠,ダート,1700,晴,良,2021年07月17日,未勝利,2018102121,01153,11-10-11-9,39.2
202103010502,8,2,3,ロイヤルパフューム,牝3,54.0,武藤雅,0:1:50.6,2.1/2,141.3,12.0,490,[東] 青木孝文,ダート,1700,晴,良,2021年07月17日,未勝利,2018105571,01169,14-13-12-11,39.5
202103010502,9,5,9,エミージョ,牝3,54.0,木幡巧也,0:1:50.8,1.1/4,50.5,9.0,452,[東] 勢司和浩,ダート,1700,晴,良,2021年07月17日,未勝利,2018104867,01162,3-3-3-2,40.8
202103010502,10,8,15,リエヴェメンテ,牝3,54.0,丸山元気,0:1:51.0,1.1/2,4.9,3.0,470,[東] 萩原清,ダート,1700,晴,良,2021年07月17日,未勝利,2018105196,01127,7-7-5-6,40.8
202103010502,11,8,14,オブザーバー,牝3,54.0,内田博幸,0:1:51.3,1.1/2,223.2,14.0,388,[東] 小島茂之,ダート,1700,晴,良,2021年07月17日,未勝利,2018104764,00422,15-15-15-15,39.5
202103010502,12,6,11,ミッキープリティ,牝3,54.0,戸崎圭太,0:1:51.5,1.1/4,20.1,7.0,520,[東] 萩原清,ダート,1700,晴,良,2021年07月17日,未勝利,2018104956,05386,4-5-8-11,40.8
202103010502,13,4,7,アッシュゲイル,牝3,51.0,小林脩斗,0:1:51.7,1.1/4,273.0,15.0,460,[東] 土田稔,ダート,1700,晴,良,2021年07月17日,未勝利,2018101491,01183,1-1-1-2,41.8
202103010502,14,2,2,グルーヴィンルビー,牝3,54.0,嘉藤貴行,0:1:51.7,クビ,220.0,13.0,470,[東] 大和田成,ダート,1700,晴,良,2021年07月17日,未勝利,2018101512,01051,13-13-14-13,40.4
202103010502,15,4,6,エリカルーチェ,牝3,52.0,藤田菜七,0:1:51.8,1/2,103.8,10.0,462,[東] 国枝栄,ダート,1700,晴,良,2021年07月17日,未勝利,2018104138,01164,10-10-12-13,40.7
