,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id,通過,上り
202103010606,1,4,4,カセノダンサー,牝2,54.0,戸崎圭太,0:1:10.5,,2.5,1.0,476,[西] 中尾秀正,ダート,1150,晴,良,2021年07月18日,新馬,2019100297,05386,3-3,37.7
202103010606,2,8,13,ベルドラゴ,牡2,54.0,三浦皇成,0:1:10.8,1.3/4,5.2,3.0,470,[西] 庄野靖志,ダート,1150,晴,良,2021年07月18日,新馬,2019100026,01122,5-5,37.8
202103010606,3,5,7,ハピネスガッサン,牝2,54.0,吉田豊,0:1:10.8,クビ,11.5,5.0,424,[東] 田島俊明,ダート,1150,晴,良,2021年07月18日,新馬,2019103934,00733,2-1,38.4
202103010606,4,6,9,ハルキファイト,牝2,54.0,津村明秀,0:1:11.2,2.1/2,4.9,2.0,464,[西] 浅見秀一,ダート,1150,晴,良,2021年07月18日,新馬,2019102735,01092,1-2,38.8
202103010606,5,7,10,トレーネ,牝2,54.0,木幡巧也,0:1:11.2,ハナ,86.4,12.0,438,[東] 佐藤吉勝,ダート,1150,晴,良,2021年07月18日,新馬,2019103403,01162,3-4,38.4
202103010606,6,4,5,トモノボーイ,牡2,51.0,永野猛蔵,0:1:11.2,アタマ,39.7,9.0,492,[西] 浜田多実,ダート,1150,晴,良,2021年07月18日,新馬,2019106657,01188,8-7,37.9
202103010606,7,8,12,ナナコロビヤオキ,牡2,54.0,杉原誠人,0:1:11.7,3,66.5,11.0,468,[東] 田中清隆,ダート,1150,晴,良,2021年07月18日,新馬,2019102647,01135,7-7,38.6
202103010606,8,5,6,カフェアリア,牝2,54.0,内田博幸,0:1:12.0,1.1/2,7.4,4.0,494,[東] 古賀慎明,ダート,1150,晴,良,2021年07月18日,新馬,2019100707,00422,9-7,38.6
202103010606,9,1,1,サンデンガンバレ,牝2,54.0,柴田善臣,0:1:12.5,3,59.6,10.0,470,[東] 伊藤伸一,ダート,1150,晴,良,2021年07月18日,新馬,2019106210,00641,10-10,38.1
202103010606,10,3,3,ジェイケイミリミリ,牝2,54.0,石川裕紀,0:1:12.9,2.1/2,32.4,7.0,460,[東] 堀井雅広,ダート,1150,晴,良,2021年07月18日,新馬,2019100921,01150,5-5,39.9
202103010606,11,6,8,カラニ,牡2,54.0,武藤雅,0:1:13.2,2,35.4,8.0,522,[東] 水野貴広,ダート,1150,晴,良,2021年07月18日,新馬,2019101480,01169,13-13,38.0
202103010606,12,7,11,プロバブルチェンジ,牝2,53.0,菅原明良,0:1:13.4,1,16.8,6.0,436,[東] 武井亮,ダート,1150,晴,良,2021年07月18日,新馬,2019101093,01179,10-11,38.9
202103010606,13,2,2,エクラプリエール,牝2,54.0,丸田恭介,0:1:13.8,2.1/2,190.7,13.0,442,[東] 南田美知,ダート,1150,晴,良,2021年07月18日,新馬,2019105929,01117,10-12,39.4
