,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id,通過,上り
202103020610,1,4,7,スターズプレミア,牡4,57.0,荻野極,0:1:10.5,,11.9,9.0,474,[西] 池江泰寿,芝,1200,晴,良,2021年11月21日,1勝クラス,2017104194,01160,2-2,35.0
202103020610,2,3,5,デルマカンノン,牝3,54.0,吉田隼人,0:1:10.6,1/2,10.6,7.0,446,[西] 五十嵐忠,芝,1200,晴,良,2021年11月21日,1勝クラス,2018103611,01095,7-7,34.8
202103020610,3,6,12,カゼノタニノアヤカ,牝4,55.0,斎藤新,0:1:10.6,アタマ,6.1,1.0,456,[西] 安田隆行,芝,1200,晴,良,2021年11月21日,1勝クラス,2017101153,01178,4-4,35.0
202103020610,4,1,2,トミケンルーア,セ5,57.0,木幡初也,0:1:10.7,1/2,7.4,3.0,486,[東] 竹内正洋,芝,1200,晴,良,2021年11月21日,1勝クラス,2016106510,01153,4-4,35.0
202103020610,5,2,3,テセウス,牡3,56.0,杉原誠人,0:1:10.8,1/2,17.0,11.0,442,[東] 奥平雅士,芝,1200,晴,良,2021年11月21日,1勝クラス,2018106601,01135,1-1,35.4
202103020610,6,4,8,プリンスゼンナン,牡3,56.0,西村淳也,0:1:10.8,クビ,81.5,13.0,468,[西] 浜田多実,芝,1200,晴,良,2021年11月21日,1勝クラス,2018101359,01171,2-3,35.3
202103020610,7,5,9,ララサンスフル,牝3,54.0,菅原明良,0:1:10.9,クビ,11.1,8.0,492,[東] 大竹正博,芝,1200,晴,良,2021年11月21日,1勝クラス,2018103709,01179,11-10,34.9
202103020610,8,8,15,マイネルプリンチペ,牡6,57.0,丹内祐次,0:1:11.0,1/2,13.0,10.0,462,[東] 畠山吉宏,芝,1200,晴,良,2021年11月21日,1勝クラス,2015100751,01091,7-7,35.2
202103020610,9,7,13,タマモダイジョッキ,牡3,56.0,亀田温心,0:1:11.0,アタマ,7.8,4.0,470,[西] 南井克巳,芝,1200,晴,良,2021年11月21日,1勝クラス,2018104332,01176,11-12,35.0
202103020610,10,3,6,セイウンダイモス,牡3,56.0,勝浦正樹,0:1:11.1,1/2,6.4,2.0,474,[東] 和田勇介,芝,1200,晴,良,2021年11月21日,1勝クラス,2018103997,01025,15-15,34.7
202103020610,11,6,11,ウエスタンランポ,牝5,55.0,永野猛蔵,0:1:11.1,クビ,340.5,16.0,416,[東] 深山雅史,芝,1200,晴,良,2021年11月21日,1勝クラス,2016105431,01188,16-15,34.5
202103020610,12,5,10,アスクキングコング,牡3,56.0,荻野琢真,0:1:11.1,アタマ,9.5,5.0,454,[西] 梅田智之,芝,1200,晴,良,2021年11月21日,1勝クラス,2018104534,01112,10-12,35.2
202103020610,13,2,4,マイネルヘルト,牡4,57.0,鮫島克駿,0:1:11.1,アタマ,25.9,12.0,426,[西] 西園正都,芝,1200,晴,良,2021年11月21日,1勝クラス,2017101982,01157,7-4,35.3
202103020610,14,1,1,ラブサンキュー,牝5,55.0,古川吉洋,0:1:11.1,ハナ,272.9,14.0,468,[東] 辻哲英,芝,1200,晴,良,2021年11月21日,1勝クラス,2016101006,01015,11-10,35.1
202103020610,15,8,16,ジューンベロシティ,牡3,56.0,富田暁,0:1:11.4,1.1/2,9.9,6.0,462,[西] 武英智,芝,1200,晴,良,2021年11月21日,1勝クラス,2018103308,01168,11-12,35.4
202103020610,16,7,14,リヴァージュ,牝4,55.0,泉谷楓真,0:1:11.4,クビ,293.0,15.0,492,[東] 田村康仁,芝,1200,晴,良,2021年11月21日,1勝クラス,2017104784,01182,4-7,35.7
