,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,ダゴベルト,牡3,57.0,杉原,古賀大,520(-2),490.8,15,美浦,2023106946,01135,ロードカナロア,カセドラルベル,ハーツクライ,-0.6590030567859421,15,0.0,8,-1.3286675869144655,15,-3.054608154150647,14,0.0065734065971466225,0.001621649893042914
1,2,2,オセアビシャイン,牡3,57.0,佐々木,菊川,460(-2),178.6,12,美浦,2023100052,01197,ダンカーク,サクラサイレンス,オレハマッテルゼ,-0.5450450930373194,9,-0.016148347366415825,14,-1.0189360589757301,12,-1.7037495396053124,7,0.02537820717733157,0.004456359280545701
2,2,3,アデルフィー,牡3,57.0,三浦,金成,452(+2),6.3,3,美浦,2023105753,01122,モーニン,ソロフライト,ミスキャスト,0.603265159632235,4,0.0,8,-0.24156992982637573,6,-0.13728770537744733,4,0.12155327631086194,0.12633424881039082
3,3,4,キセログラフィカ,牡3,56.0,☆田山,大和田,502(-8),12.1,5,美浦,2023105682,01220,ナダル,バニーテール,カネヒキリ,0.037001597138752604,5,0.0,8,-0.5564854968756134,8,-0.6257379386826191,5,0.07458224092193388,0.06577733615747622
4,3,5,ヌビアン,牡3,54.0,▲上里,清水英,452(+2),231.0,13,美浦,2023103299,01217,シニスターミニスター,ロイヤルメジャー,ダイワメジャー,-0.5647135486430817,12,0.0,8,-0.5010246755724097,7,-1.8172934022969285,10,0.022654238346932976,0.003445479513010659
5,4,6,ユイノスレチガイ,牡3,55.0,△石神道,深山,436(+2),134.2,9,美浦,2023105973,01209,ダノンプレミアム,ハマギク,Lawman,-0.5515702214425223,11,0.01297599482987932,3,-0.12906113038264644,3,-1.8168288638906605,9,0.022664764555434647,0.005930743424034742
6,4,7,ジュングロワール,牡3,54.0,▲佐藤,堀内,476(0),277.7,14,美浦,2023107425,01207,リアルスティール,グローリールピナス,マーベラスサンデー,-0.5994309282704604,13,0.01297599482987932,3,-0.567089400044631,9,-2.1257611218142527,11,0.016641161562428855,0.0028660632607326693
7,5,8,カシマライフウ,牡3,57.0,松岡,伊藤伸,490(+10),9.1,4,美浦,2023105439,01085,シュヴァルグラン,カシマサミダレ,シニスターミニスター,0.7838506866483281,3,0.01323421806140094,1,0.3957810195061585,1,0.33390578198923365,2,0.194716789669154,0.0874621722533475
8,5,9,ハリコミチュウ,牝3,55.0,木幡初,竹内,492(-4),28.0,6,美浦,2023104860,01153,マジェスティックウォリアー,エスペランサナナ,フジキセキ,-0.5306004146208323,8,0.0,8,-0.6060556192812165,10,-3.5139865011675706,15,0.0041522645455271115,0.028425205982337935
9,6,10,モンスターラッシュ,牡3,57.0,石川,高木,500(-2),3.5,2,美浦,2023106976,01150,クリソベリル,クラーベセクレタ,ワイルドラッシュ,1.3323516776195428,2,-0.009903183871802178,12,-0.1322982956792814,4,0.1308381059641516,3,0.15893232237537522,0.22740164785870348
10,6,11,ラスタリア,牡3,57.0,菊沢,岩戸,470(+8),29.3,7,美浦,2023106151,01161,ゴールドシップ,ディアサルファー,ローエングリン,-0.49045763782845375,6,-0.016148347366415825,14,-0.6501210314052834,11,-2.369912221134468,12,0.013036174398021736,0.02716401936878711
11,7,12,クリムゾンリーフ,牡3,57.0,坂井,加藤士,470(-2),2.0,1,美浦,2023102967,01163,クリソベリル,ワインレッドローズ,ルーラーシップ,2.843497341078539,1,0.01323421806140094,1,0.16951825237128285,2,0.680340782961028,1,0.2753329639225965,0.39795288375273113
12,7,13,クィーンズウィンク,牝3,55.0,吉村,清水久,460(-8),160.0,10,栗東,2023106971,01216,レイデオロ,クィーンズベスト,ワークフォース,-0.5461334583578493,10,-0.016148347366415825,14,-0.2334345828161719,5,-1.732722073670719,8,0.024653485412423355,0.0049744110469091395
13,8,14,レッドリアライズ,牡3,57.0,原,黒岩,402(-4),69.7,8,美浦,2023105233,01184,ジャスタウェイ,オンラインドリーム,Frankel,-0.5013287578475508,7,0.0,8,-1.1543341133009297,14,-1.6523458082563522,6,0.02671685265703616,0.011419021054597737
14,8,15,カノープス,牝3,52.0,▲石田,辻,502(+2),166.9,11,美浦,2023104855,01203,ルーラーシップ,アリデッド,ダンスインザダーク,-0.6116833452833853,14,0.0,8,-1.0750503807946663,13,-2.4189885740682686,13,0.012411851547795446,0.004768758343352081
