,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,メイショウジェンマ,牡6,58.0,角田和,飯田,444(-8),325.6,11,栗東,2020106491,01186,ホッコータルマエ,メイショウキラリ,マンハッタンカフェ,-0.4595883274756787,9,-1.2158954365334422,10,-0.785583035486601,9,0.2537473404181652,1,0.11296707644153439,0.0024421720758749537
1,2,2,ブルックリンダンス,牡4,58.0,コレット,田中克,496(+2),5.4,2,栗東,2022105791,05691,ルヴァンスレーヴ,サダムグランジュテ,キングカメハメハ,0.2957636559775096,3,-1.202389031364172,9,-0.650489886459933,8,-0.12564112132950364,9,0.07730108220707788,0.14725393109349721
2,3,3,タイガースパーク,牡6,58.0,田口,大橋,442(-16),53.0,8,栗東,2020104561,01208,リオンディーズ,アビイロード,ストリートセンス,-0.445051284818546,8,-0.34563792345784655,3,0.04561803837093266,1,0.1565778219417554,3,0.10250657048925577,0.015003230715186508
3,4,4,ケイツーリーブル,牝3,53.0,横山武,千葉,448(-4),5.4,3,美浦,2023103628,01170,ジャスタウェイ,コマノサラサ,クロフネ,0.46313811713792974,2,-1.1688023400258925,8,-0.5452241847613806,7,0.14657292824730117,5,0.1014861164278247,0.14725393109349721
4,5,5,クロノスバレット,牡4,58.0,松山,吉村,520(+8),7.3,4,栗東,2022110123,01126,Global Campaign,Above Heaven,Mr. Greeley,0.038811345377610704,4,-0.0070428110868715,2,-0.35382219449211016,5,-0.1102667283212225,8,0.07849872232923619,0.1089275654664226
5,6,6,ジェシーテソーロ,牡4,58.0,富田,牧,492(-2),41.3,7,美浦,2022102260,01168,フィエールマン,トロントテソーロ,シャンハイボビー,-0.35225444558669133,5,-0.3873695720242523,4,0.016355808842630066,2,0.24215500034736806,2,0.11166508481980292,0.019253540627236925
6,6,7,トモジャザーン,牡5,58.0,幸,大根田,498(-2),41.2,6,栗東,2021104295,00732,マジェスティックウォリアー,トモジャオール,エンパイアメーカー,-0.421429594222898,6,-1.2481935085617943,11,-0.825517318668226,10,0.14791866305772217,4,0.10162278176450143,0.019300272521963226
7,7,8,キングオブフジ,牡5,58.0,中井,角田,500(-10),34.7,5,栗東,2021106164,01141,ヘニーヒューズ,ヘイローフジ,キングヘイロー,-0.4295688324961289,7,0.1654907670170303,1,-0.8317826432842685,11,0.09962188339501021,6,0.09683136499192127,0.022915597345962102
8,7,9,ハイディージェン,セ5,58.0,西塚,森田,474(+4),75.0,9,栗東,2021103821,01200,ファインニードル,エステフ,Sadler's Wells,-0.7173989986796928,10,-0.5389288437823097,5,-0.16101362815563589,4,-0.2604186929506458,10,0.06755420981742591,0.0106022830387318
9,8,10,シュヴァルツリーベ,牝6,56.0,藤懸,羽月,468(+6),79.0,10,栗東,2020106101,01138,ドレフォン,クロエチャン,スパイキュール,-0.7512624785644967,11,-0.9233675117815551,7,-0.5170796421078709,6,-0.3270783546336935,11,0.06319787785104197,0.010065458581074493
10,8,11,リベッチオ,牡3,55.0,川田,杉山晴,496(+4),1.6,1,栗東,2023107082,01088,ルヴァンスレーヴ,スーブレット,ゴールドアリュール,2.778840843351082,1,-0.9040252947214362,6,-0.1440283403240108,3,-0.014718955063158895,7,0.08636911286037746,0.4969820174405531
