,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,プリュスエクラ,牝3,55.0,団野,小林,446(+4),18.7,7,栗東,2023103535,01180,エイシンフラッシュ,プリュス,ヴィクトワールピサ,-0.048730208845458055,7,-0.49915514842513237,13,-0.03158088947632769,6,-0.25966931832594353,4,0.08155400266653393,0.04233241405952823
1,1,2,ローズラフィネ,牝3,55.0,西塚,友道,466(-4),9.6,4,栗東,2023100998,01200,エピファネイア,ニーナドレス,ハーツクライ,0.03984077803089339,4,-0.9565498059708971,16,-0.2095512145127382,12,-0.748803015481656,11,0.05000543567742426,0.08246001488678938
2,2,3,レインボーステート,牡3,57.0,コレット,茶木,442(0),4.1,2,栗東,2023106943,05691,シルバーステート,カイルアコナ,キンシャサノキセキ,1.944507088389437,2,0.4091611481266027,2,-0.0321376425425552,7,0.15834112689935792,1,0.12387535462968463,0.1930771080276044
3,2,4,カステッロトゥーレ,牝3,55.0,長岡,杉山佳,400(+4),24.7,9,栗東,2023103397,01142,エピファネイア,コンテッサトゥーレ,ディープインパクト,-0.5052078308235843,12,0.08860696284718511,6,-0.08217233049982381,8,-0.7976291784788886,12,0.047622510069292606,0.03204923655518939
4,3,5,ウォータールスール,牡3,57.0,富田,石橋,502(+2),15.2,6,栗東,2023101866,01168,ウォータービルド,ウォーターラーテル,ウォーターリーグ,-0.12400363811408228,8,0.3602439474829427,3,-0.09426139707492528,11,-0.4940310505526986,8,0.06451538212946947,0.052080009402182756
5,3,6,ジーティーウタマロ,牡3,57.0,田口,鈴木孝,456(-10),39.1,10,栗東,2023100823,01208,スワーヴリチャード,アズレージョ,タートルボウル,-0.48196877787137293,11,-0.5892907776058228,14,-0.2689225536739351,13,-0.5390275826872477,9,0.06167675674159595,0.020245937158904805
6,4,7,ララディアーブル,牡3,57.0,松山,松下,--,-3.0,9999,栗東,2023101840,01126,ディーマジェスティ,オールブランニュー,ノボジャック,-0.13627853765420378,9,-0.7876808906691556,15,0.08411689144791323,2,-0.6056217671363551,10,0.05770321905156287,
7,4,8,ヴェネラブル,牝3,55.0,角田和,吉村,440(+8),175.9,15,栗東,2023102421,01186,ブラックタイド,マルーンドロップ,コンデュイット,-0.5873320734209113,13,0.2922131603996035,4,0.2063947665746985,1,-0.4530119301835357,6,0.06721677190886505,0.004500376025657634
8,5,9,ネッカーズルム,牡3,57.0,横山武,藤野,456(+2),11.6,5,栗東,2023103639,01170,フォーウィールドライブ,ティッカーテープ,Royal Applause,0.2607501093843853,3,0.533554618941201,1,-0.27021188172035787,14,-0.21101492500065527,3,0.0856200773005058,0.0682427709407912
9,5,10,ブランチアウト,牡3,57.0,幸,昆,440(-6),8.3,3,栗東,2023102357,00732,ブリックスアンドモルタル,アレス,ブラックタイド,0.0032209063987167076,6,-0.22181080881637597,7,-0.348538626132142,15,-1.1481067982346362,15,0.033542991026625495,0.09537543890520216
10,6,11,スズノボンライミー,牝3,55.0,藤懸,平田,442(0),136.3,14,栗東,2023102137,01138,カレンブラックヒル,スズノミライ,バトルプラン,-1.0221163731742453,16,-0.2305142557196777,8,0.02690460436848162,4,-1.4914252393022067,16,0.023795809392936157,0.0058078953992162724
11,6,12,リノルアナ,牡3,57.0,酒井,坂口,468(-2),96.7,13,栗東,2023102878,01034,ディーマジェスティ,リノマカナ,マンハッタンカフェ,-0.8758487436319772,15,-0.34207347037229985,10,-0.08998622072170448,10,-1.0890117336002292,14,0.03558495709155935,0.008186309647499255
12,7,13,ビッグヒーロー,牡3,57.0,川田,福永,486(0),2.4,1,栗東,2023106188,01088,コントレイル,アンナペレンナ,Tale of Ekati,2.758147542336389,1,-0.261210214407002,9,-0.39678403848334626,16,-0.4724616104986538,7,0.06592205887522455,0.3298400595471575
13,7,14,エングルマン,牡3,52.0,▲川端,西村,466(-4),59.5,11,栗東,2023110077,01195,Peltzer,Didnt Even Kiss Me,Murtajill,-0.43317957280309444,10,0.15254786129800932,5,0.07901360619213996,3,-0.36577443891226924,5,0.07334396978117136,0.013304472990137444
14,8,15,ルージュソムニウム,牝3,55.0,松若,加藤公,442(+3),67.7,12,栗東,2023103605,01154,ロードカナロア,レッドリヴェール,ステイゴールド,-0.8202605867989619,14,-0.44488890187986485,12,0.01825501096335887,5,-1.037592557307579,13,0.037462565132323045,0.011693000633872642
15,8,16,ビシェノ,牝3,55.0,西村淳,安田,428(-2),19.4,8,栗東,2023107253,01171,キズナ,ミスティックジャーニー,Needs Further,0.028459918598069685,5,-0.364810793681997,11,-0.08826214359529723,9,-0.15494266946009916,2,0.0905581385252253,0.04080495582026691
