,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ジャスティンロング,牡3,57.0,田口,吉岡,栗東,2022100537,1208,ルヴァンスレーヴ  ,アドマイヤアロング  ,スペシャルウィーク  ,-1.4825521400973887,15,-0.7492444210950405,15,,
1,1,2,ウエスタンレーヴ,牡3,57.0,国分優,矢作,栗東,2022104660,1125,ロードカナロア  ,ウエスタンマンデラ  ,ネオユニヴァース  ,0.2731090498567702,7,-0.14204843711232096,7,,
2,2,3,バイマイセルフ,牡3,55.0,◇永島,高橋康,栗東,2022102285,1187,ベストウォーリア  ,エクレアオール  ,ゴールドアリュール  ,-0.0945869671289907,9,-0.2692162221711371,9,,
3,2,4,バルミラクル,牡3,57.0,鮫島良,河嶋,栗東,2022106177,1099,マクフィ  Makfi(英)  ,ミラクルクロス  ,フジキセキ  ,1.091577378714991,4,0.1410190961585692,4,,
4,3,5,シャインチャプチャ,セ3,57.0,亀田,北出,栗東,2022104390,1176,サトノクラウン  ,サトノマイヒメ  ,ダイワメジャー  ,-0.3144392247766718,10,-0.3452521957844125,10,,
5,3,6,リアルサファリ,牝3,54.0,☆西塚,小崎,栗東,2022104787,1200,リアルスティール  ,サファリミス  Safari Miss(亜)  ,Not For Sale  ,0.5820617756421366,5,-0.03519703810048367,5,,
6,4,7,ワイドクリーガー,牡3,57.0,松山,奥村豊,栗東,2022105611,1126,サトノクラウン  ,ピュアアモーレ  ,マツリダゴッホ  ,0.3543606736591026,6,-0.11394753703709677,6,,
7,4,8,ヴェルドロ,セ3,57.0,小沢,高野,栗東,2022104670,1185,ドゥラメンテ  ,ヴィルジニア  ,Galileo  (愛)  ,3.8584926521515612,2,1.097957628299273,2,,
8,5,9,ラストショット,牡3,57.0,酒井,高橋康,栗東,2022107245,1034,トーセンジョーダン  ,クリストフォリ  ,ヘニーヒューズ  Henny Hughes(米)  ,-1.396042191553829,13,-0.7193249277265207,13,,
9,5,10,アナベルデアモンテ,牡3,57.0,団野,千田,栗東,2022101719,1180,ブリックスアンドモルタル  Bricks and Mortar(米)  ,アオイプリンセス  ,キングカメハメハ  ,-1.4695595389172948,14,-0.7447509258220443,14,,
10,6,11,ゴンクール,牡3,57.0,国分恭,石坂,栗東,2022103564,1124,ノヴェリスト  Novellist(愛)  ,マックスユーキャン  ,ゴールドアリュール  ,-1.6037252119301493,16,-0.7911521667379359,16,,
11,6,12,ペプチドモガミ,セ3,57.0,バデル,武英,栗東,2022101270,5644,コパノリッキー  ,ペプチドセマム  ,エンパイアメーカー  Empire Maker(米)  ,0.04438506806988492,8,-0.22115269935619938,8,,
12,7,13,ヴェシレンキ,牡3,56.0,☆吉村,清水久,栗東,2022105206,1216,キズナ  ,アクアリング  ,Anabaa  ,-1.2714679552529828,12,-0.6762408882646909,12,,
13,7,14,マルカベント,牡3,53.0,★河原田,今野,栗東,2022105362,1204,ドレフォン  Drefong(米)  ,ジッパーレーン  ,ディープインパクト  ,6.1959227428841,1,1.9063585726581442,1,,
14,8,15,タマモサイジョ,牝3,55.0,長岡,茶木,栗東,2022103621,1142,カリフォルニアクローム  California Chrome(米)  ,タマモマナムスメ  ,マンハッタンカフェ  ,2.7868802664626457,3,0.7273401420213881,3,,
15,8,16,イプシロンナンバー,牡3,57.0,松若,小崎,栗東,2022107301,1154,カリフォルニアクローム  California Chrome(米)  ,ラッキーナンバー  Lucky Number(米)  ,Smart Strike  (加)  ,-0.3467589100014286,11,-0.3564299692547997,11,,
