race_type,course_len,ground_state,class,体重帯,1着,2着,3着,着外
ダート,1000,不良,1勝クラス,410,0,0,0,1
ダート,1000,不良,1勝クラス,430,0,1,0,0
ダート,1000,不良,1勝クラス,440,0,1,0,3
ダート,1000,不良,1勝クラス,450,2,0,1,2
ダート,1000,不良,1勝クラス,460,1,0,1,2
ダート,1000,不良,1勝クラス,470,0,0,1,4
ダート,1000,不良,1勝クラス,480,0,0,0,3
ダート,1000,不良,1勝クラス,490,0,0,0,4
ダート,1000,不良,1勝クラス,500,0,0,0,3
ダート,1000,不良,1勝クラス,510,0,1,0,1
ダート,1000,不良,1勝クラス,550,0,0,0,1
ダート,1000,不良,all,390,0,0,0,1
ダート,1000,不良,all,410,1,0,0,3
ダート,1000,不良,all,420,0,0,0,4
ダート,1000,不良,all,430,0,2,1,5
ダート,1000,不良,all,440,0,2,1,9
ダート,1000,不良,all,450,5,2,2,7
ダート,1000,不良,all,460,2,0,1,10
ダート,1000,不良,all,470,0,1,3,14
ダート,1000,不良,all,480,0,0,0,7
ダート,1000,不良,all,490,0,0,0,6
ダート,1000,不良,all,500,0,0,0,4
ダート,1000,不良,all,510,1,2,0,2
ダート,1000,不良,all,540,0,0,1,0
ダート,1000,不良,all,550,0,0,0,1
ダート,1000,不良,未勝利,390,0,0,0,1
ダート,1000,不良,未勝利,410,1,0,0,2
ダート,1000,不良,未勝利,420,0,0,0,4
ダート,1000,不良,未勝利,430,0,1,1,5
ダート,1000,不良,未勝利,440,0,1,1,6
ダート,1000,不良,未勝利,450,3,2,1,5
ダート,1000,不良,未勝利,460,1,0,0,8
ダート,1000,不良,未勝利,470,0,1,2,10
ダート,1000,不良,未勝利,480,0,0,0,4
ダート,1000,不良,未勝利,490,0,0,0,2
ダート,1000,不良,未勝利,500,0,0,0,1
ダート,1000,不良,未勝利,510,1,1,0,1
ダート,1000,不良,未勝利,540,0,0,1,0
ダート,1000,全,1勝クラス,390,0,0,0,1
ダート,1000,全,1勝クラス,400,0,0,0,3
ダート,1000,全,1勝クラス,410,0,0,0,7
ダート,1000,全,1勝クラス,420,0,1,0,16
ダート,1000,全,1勝クラス,430,2,6,3,33
ダート,1000,全,1勝クラス,440,7,3,4,42
ダート,1000,全,1勝クラス,450,5,9,10,44
ダート,1000,全,1勝クラス,460,6,2,5,50
ダート,1000,全,1勝クラス,470,8,7,8,59
ダート,1000,全,1勝クラス,480,8,5,3,58
ダート,1000,全,1勝クラス,490,5,5,10,47
ダート,1000,全,1勝クラス,500,4,3,3,24
ダート,1000,全,1勝クラス,510,3,6,2,20
ダート,1000,全,1勝クラス,520,0,0,0,8
ダート,1000,全,1勝クラス,530,0,2,1,2
ダート,1000,全,1勝クラス,540,0,0,0,2
ダート,1000,全,1勝クラス,550,1,0,0,3
ダート,1000,全,2勝クラス,420,1,0,0,1
ダート,1000,全,2勝クラス,430,0,0,3,3
ダート,1000,全,2勝クラス,440,1,1,0,9
ダート,1000,全,2勝クラス,450,2,2,1,15
ダート,1000,全,2勝クラス,460,1,1,2,14
ダート,1000,全,2勝クラス,470,2,2,2,18
ダート,1000,全,2勝クラス,480,1,1,2,14
ダート,1000,全,2勝クラス,490,3,1,2,16
ダート,1000,全,2勝クラス,500,0,1,1,10
ダート,1000,全,2勝クラス,510,1,2,0,3
ダート,1000,全,2勝クラス,520,0,0,0,4
ダート,1000,全,2勝クラス,530,0,1,0,2
ダート,1000,全,2勝クラス,540,1,0,0,0
ダート,1000,全,2勝クラス,550,0,1,0,1
ダート,1000,全,all,380,0,0,0,3
ダート,1000,全,all,390,0,0,0,4
ダート,1000,全,all,400,0,0,0,6
ダート,1000,全,all,410,2,2,2,25
ダート,1000,全,all,420,2,5,2,50
ダート,1000,全,all,430,6,10,11,102
ダート,1000,全,all,440,15,14,15,105
ダート,1000,全,all,450,19,25,22,126
ダート,1000,全,all,460,19,8,18,161
ダート,1000,全,all,470,15,20,18,137
ダート,1000,全,all,480,16,8,6,112
ダート,1000,全,all,490,12,8,16,87
ダート,1000,全,all,500,6,7,6,52
ダート,1000,全,all,510,8,10,4,34
ダート,1000,全,all,520,0,2,0,16
ダート,1000,全,all,530,1,3,1,6
ダート,1000,全,all,540,1,0,2,3
ダート,1000,全,all,550,1,1,0,5
ダート,1000,全,新馬,390,0,0,0,1
ダート,1000,全,新馬,430,0,1,0,1
ダート,1000,全,新馬,440,1,0,0,1
ダート,1000,全,新馬,450,0,0,0,1
ダート,1000,全,新馬,460,0,0,1,1
ダート,1000,全,未勝利,380,0,0,0,3
ダート,1000,全,未勝利,390,0,0,0,2
ダート,1000,全,未勝利,400,0,0,0,3
ダート,1000,全,未勝利,410,2,2,2,18
ダート,1000,全,未勝利,420,1,4,2,33
