,式別,馬番,配当,人気
0,単勝,13,2190,6
1,複勝,13,460,8
2,複勝,7,160,2
3,複勝,8,150,1
4,枠連,5-8,1540,6
5,馬連,7-13,6550,21
6,ワイド,7-13,1720,17
7,ワイド,8-13,1470,13
8,ワイド,7-8,300,1
9,馬単,13→7,13230,44
10,3連複,7-8-13,5720,13
11,3連単,13→7→8,60600,182
