,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,カズラポニアン,牡6,58.0,北村友,高橋一,栗東,2019105148,1102,ヘニーヒューズ Henny Hughes(米) ,ガルデルスリール ,ダイワメジャー ,-0.7507511239510836,14,-0.4250744691419913,14,,
1,1,2,グレートロード,牡5,58.0,川須,鮫島,栗東,2020106368,1128,グレーターロンドン ,プリンセスメイク ,キャプテンスティーヴ Captain Steve(米) ,0.010481130347252872,11,-0.18353615148609911,11,,
2,2,3,オリンポスカズマ,牡5,58.0,藤懸,平田,栗東,2020102013,1138,ヴィクトワールピサ ,サクラサクラサクラ ,アッミラーレ ,0.8567460142222343,5,0.08498294395190496,5,,
3,2,4,フォティック,牡5,58.0,酒井,飯田,栗東,2020100271,1034,エイシンヒカリ ,エイシンミント ,ジャングルポケット ,-0.33228996860514687,12,-0.2922971165063446,12,,
4,3,5,ウインアルドーレ,牡4,57.0,松山,西園翔,栗東,2021106192,1126,ビーチパトロール Beach Patrol(米) ,アルデュール ,フレンチデピュティ French Deputy(米) ,0.13111580833896586,9,-0.1452588753873132,9,,
5,3,6,ルクスマーベリック,セ4,57.0,横山典,松永幹,栗東,2021104105,660,エピファネイア ,サトノアイリ ,ステイゴールド ,1.2788065191914335,2,0.2189023670236758,2,,
6,4,7,イスラグランデ,セ6,58.0,国分恭,西園正,栗東,2019104548,1124,イスラボニータ ,サマーナイトシティ ,エリシオ Helissio(仏) ,-1.094597088816242,15,-0.5341764881609441,15,,
7,4,8,カネコメファミリー,牝4,55.0,岩田望,中尾,栗東,2021104151,1174,ホッコータルマエ ,プロテクトジアース ,アフリート Afleet(加) ,0.7616162530797919,6,0.05479835529895589,6,,
8,5,9,リネアグローリア,牡4,57.0,坂井,小崎,栗東,2021106757,1163,モーニン ,マザーレイク ,サンデーサイレンス Sunday Silence(米) ,1.0210584557022802,4,0.13711913558188865,4,,
9,5,10,ワンダーウィルク,牡6,54.0,★河原田,今野,栗東,2019103092,1204,ザファクター ,ワンダービーナス ,バゴ Bago(仏) ,0.47378774642666305,8,-0.036529374021297155,8,,
10,6,11,マルモリキング,牡5,57.0,☆田口,大橋,栗東,2020100994,1208,ホッコータルマエ ,ミヤジガンバレ ,ファスリエフ Fasliyev(米) ,3.3026985522652526,1,0.8610815101505095,1,,
11,6,12,パシフィックルート,牡4,57.0,鮫島駿,高野,栗東,2021102904,1157,ロードカナロア ,ファンディーナ ,ディープインパクト ,-0.3799921908028018,13,-0.30743298920880835,13,,
12,7,13,トモジャアルマンド,牡8,57.0,☆小沢,大根田,栗東,2017103155,1185,サウスヴィグラス ,サニーロック ,キングカメハメハ ,0.022451143273607248,10,-0.17973807702429653,10,,
13,7,14,ダミエ,牡5,58.0,武豊,武幸,栗東,2020103270,666,キンシャサノキセキ ,エスメラルディーナ ,Harlan's Holiday ,1.0502582575519608,3,0.14638420675410035,3,,
14,8,15,シュテルンロット,牝5,54.0,◇永島,高橋康,栗東,2020102876,1187,ジャスタウェイ ,シュテルンターラー ,ネオユニヴァース ,-1.5136875494733761,16,-0.6671535188124661,16,,
15,8,16,ハイクライテリア,セ5,58.0,国分優,羽月,栗東,2020102910,1125,ヴィクトワールピサ ,ストロボフラッシュ ,Speightstown (米) ,0.5322512611536809,7,-0.01797895276460653,7,,
