,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,オマツリオトコ,牡5,58.0,幸,伊藤圭,美浦,2020104144,732,ヴィットリオドーロ ,マツリバヤシ ,スマートボーイ ,0.030103160384588226,8,-0.1773100987965951,8,,
1,1,2,ロードラディウス,牡5,57.0,Ａルメート,森田,栗東,2020100168,5659,ドレフォン Drefong(米) ,ポプラ ,Frankel ,-1.6069678113859385,15,-0.69675126300373,15,,
2,2,3,ナスティウェザー,牡4,56.0,坂井,加藤征,美浦,2021101703,1163,パイロ Pyro(米) ,レッドフェザー ,ディープスカイ ,-0.6789765287087862,11,-0.4023004538695607,11,,
3,2,4,バトルクライ,牡6,59.0,川田,高木,美浦,2019103879,1088,イスラボニータ ,ディアコメット ,キングカメハメハ ,-0.3182597454567872,9,-0.2878453391723492,9,,
4,3,5,イーグルノワール,牡4,57.0,鮫島駿,音無,栗東,2021107170,1157,ブリックスアンドモルタル Bricks and Mortar(米) ,アルティマブラッド ,シンボリクリスエス ,2.790187959277433,1,0.6984623545483791,1,,
5,3,6,メイショウテンスイ,牡8,60.0,古川吉,河内,栗東,2017106084,1015,ダンカーク Dunkirk(米) ,フラワーガイア ,ゼンノロブロイ ,0.5754272618957325,5,-0.00427924610680435,5,,
6,4,7,ペリエール,牡5,58.0,石川,黒岩,美浦,2020101874,1150,ヘニーヒューズ Henny Hughes(米) ,ソフトライム ,フジキセキ ,-0.9570672251904655,13,-0.4905383846780148,13,,
7,4,8,ケイアイロベージ,セ7,58.0,浜中,野中,栗東,2018103819,1115,ヘニーヒューズ Henny Hughes(米) ,ケイアイベローナ ,クロフネ ,0.9389580518643333,3,0.11106875042031182,3,,
8,5,9,ベルダーイメル,牡8,60.0,太宰,本田,栗東,2017101380,1037,オルフェーヴル ,ルリニガナ ,スニッツェル Snitzel(豪) ,1.252979668095003,2,0.21070753012737126,2,,
9,5,10,フリームファクシ,牡5,59.0,Ｍデムーロ,須貝,栗東,2020103661,5212,ルーラーシップ ,ライツェント ,スペシャルウィーク ,-2.2186704692353283,16,-0.8908439726180477,16,,
10,6,11,ヒビキ,牡5,57.0,岩田望,辻野,栗東,2020105517,1174,ドゥラメンテ ,ジプシーマイラブ ,Manduro (独) ,-0.852427689672134,12,-0.457336353068505,12,,
11,6,12,ウェイワードアクト,牡5,57.0,マーカンド,田中博,美浦,2020110024,5626,Maclean's Music ,Warrior Kat ,マジェスティックウォリアー Majestic Warrior(米) ,0.3261176627264982,6,-0.08338496032053964,6,,
12,7,13,ピースオブエイト,セ6,59.0,亀田,奥村豊,栗東,2019105318,1176,スクリーンヒーロー ,トレジャーステイト ,Oasis Dream (英) ,-0.3865562558760206,10,-0.3095157612219707,10,,
13,7,14,ショウナンライシン,牡5,58.0,池添,大竹,美浦,2020103148,1032,エスケンデレヤ ,ショウナンバーキン ,フジキセキ ,-1.4940080057982235,14,-0.6609092170968045,14,,
14,8,15,サトノルフィアン,牡6,58.0,永島,高橋康,栗東,2019106575,1187,ゼンノロブロイ ,ヴィヴァシャスヴィヴィアン Vivacious Vivian(米) ,Distorted Humor (米) ,0.2615377966611096,7,-0.10387609442028256,7,,
15,8,16,アドバンスファラオ,牡5,57.0,西村淳,森秀,栗東,2020110106,1171,American Pharoah (米) ,Fair Huntress ,Tiznow ,0.754572924416469,4,0.052563513374654286,4,,
