,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,マキシマムビスタ,牝3,54.0,団野,斉藤崇,516(+16),栗東,2022103746,01180,ヘニーヒューズ  Henny Hughes(米)  ,サンビスタ  ,スズカマンボ  ,-2.479738374391857,10
1,2,2,ヒルノハンブルク,牡3,56.0,武豊,武英,468(0),栗東,2022103614,00666,ナダル  Nadal(米)  ,グリントオブライト  ,ステイゴールド  ,-2.848868540751616,12
2,3,3,メイショウシロガネ,牡7,58.0,角田和,笹田,458(+4),栗東,2018106220,01186,ホッコータルマエ  ,キンショーオトヒメ  ,マーベラスサンデー  ,-2.3755925010531023,8
3,4,4,モックモック,牡5,56.0,◇今村,寺島,500(+2),栗東,2020100061,01193,ダノンレジェンド  ,ジュピターズビコー  ,Singspiel  (愛)  ,-1.630501036525209,5
4,4,5,オーシンハーフ,セ4,58.0,池添,高橋一,448(+4),栗東,2021101419,01032,シニスターミニスター  Sinister Minister(米)  ,ツインキャンドル  ,キングカメハメハ  ,-2.1930539271026026,7
5,5,6,トーレ,牡4,58.0,斎藤,高橋亮,498(+10),栗東,2021103161,01178,マジェスティックウォリアー  Majestic Warrior(米)  ,マミモナ  ,ダンスインザダーク  ,-3.190148968688873,13
6,5,7,メイショウツヨキ,牡3,56.0,坂井,飯田,470(-16),栗東,2022103262,01163,アドマイヤマーズ  ,メイショウヒサカタ  ,シニスターミニスター  Sinister Minister(米)  ,1.8590866165735358,1
7,6,8,キングオブフジ,牡4,58.0,中井,角田,500(+2),栗東,2021106164,01141,ヘニーヒューズ  Henny Hughes(米)  ,ヘイローフジ  ,キングヘイロー  ,-1.072524337959931,4
8,6,9,クリノフィガロ,牡4,58.0,高杉,荒川,496(+4),栗東,2021101226,01213,ゴールドシップ  ,クリノスペシャル  ,スペシャルウィーク  ,0.8070613789106738,2
9,7,10,ドンアチェカ,牡5,55.0,▲森田,千田,488(0),栗東,2020105542,01222,マジェスティックウォリアー  Majestic Warrior(米)  ,タガノラヴキセキ  ,フジキセキ  ,-2.4514474069836627,9
10,7,11,クリノグローリー,牡5,58.0,泉谷,谷,480(-16),栗東,2020102360,01182,ラブリーデイ  ,モエレエターナル  ,ゴールドヘイロー  ,0.03966826646196325,3
11,8,12,クリノラピダス,牡3,56.0,秋山稔,谷,446(-4),栗東,2022109038,01181,マクフィ  Makfi(英)  ,リキサンエルピーダ  ,ネオユニヴァース  ,-1.9096853157139924,6
12,8,13,ヒデノレインボー,牡6,55.0,▲和田陽,梅田,502(+8),栗東,2019102705,01223,シニスターミニスター  Sinister Minister(米)  ,カリビアンセレブ  ,ゴールドアリュール  ,-2.6671905567372782,11
