,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,レッドファイブ,牡2,56.0,岡田,安田,486(+2),栗東,2023101374,05429,ダノンスマッシュ  ,ゴールデンリーヴス  Golden Leaves(米)  ,Tiznow  ,-3.2367039110668983,13
1,2,2,ウルトラハート,牡2,56.0,角田和,中尾,476(+4),栗東,2023104157,01186,ホッコータルマエ  ,プレイフォーユー  ,ハーツクライ  ,-3.272910357496816,14
2,3,3,メイショウコシュウ,牡2,56.0,浜中,松永幹,482(-6),栗東,2023105032,01115,ナダル  Nadal(米)  ,メイショウササユリ  ,スズカマンボ  ,-2.6427171820594,12
3,3,4,オラヴィンリンナ,牝2,55.0,川田,吉岡,486(+4),栗東,2023103689,01088,シルバーステート  ,サイマー  Saimaa(愛)  ,Zoffany  ,-1.9116152989618782,8
4,4,5,ケンフィールド,牡2,53.0,▲和田陽,大根田,478(+6),栗東,2023101694,01223,タリスマニック  Talismanic(英)  ,ケンブリッジハーツ  ,キングヘイロー  ,-2.0454428301821186,9
5,4,6,イサギ,牡2,56.0,斎藤,小椋,456(+2),栗東,2023101713,01178,リアルスティール  ,キララチュール  ,タイキシャトル  ,-1.0709264896917359,4
6,5,7,フルールドール,牝2,55.0,坂井,藤原,490(0),栗東,2023103822,01163,エピファネイア  ,ルフォール  ,キングカメハメハ  ,-1.682582276728419,7
7,5,8,メイショウバンサン,牡2,56.0,酒井,西園正,502(0),栗東,2023105052,01034,ドレフォン  Drefong(米)  ,シニスタークイーン  ,シニスターミニスター  Sinister Minister(米)  ,-0.2589441724890997,1
8,6,9,ファントムヴォルト,牡2,56.0,小沢,松下,516(-4),栗東,2023103502,01185,クリソベリル  ,パドパピヨン  ,スウェプトオーヴァーボード  Swept Overboard(米)  ,-1.3526133091459585,6
9,6,10,アドフランマム,牡2,56.0,団野,本田,508(0),栗東,2023105187,01180,パイロ  Pyro(米)  ,フィアマロッサ  ,アイルハヴアナザー  I'll Have Another(米)  ,-1.2956537451953245,5
10,7,11,ユーアーフラワー,牝2,52.0,▲森田,茶木,506(-2),栗東,2023105835,01222,ダノンプレミアム  ,ソルファ  ,ロードカナロア  ,-0.7148949978056024,2
11,7,12,アンリミテッド,牡2,56.0,岩田望,高野,496(+2),栗東,2023104417,01174,キズナ  ,ラルムドランジュ  ,Dansili  ,-2.4169820382262928,11
12,8,13,ヒロノスカイ,牡2,56.0,松若,宮本,502(+4),栗東,2023102981,01154,リアルスティール  ,パープル  Purple(愛)  ,Galileo  (愛)  ,-1.0219016469079925,3
13,8,14,ゴーゴーパワー,牡2,55.0,☆西塚,井上,468(+2),栗東,2023107465,01200,ノーブルミッション  Noble Mission(英)  ,ワクワクキリシマ  ,ストーミングホーム  Storming Home(英)  ,-2.2144713920787855,10
