,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ヒロインズクレスト,牝4,56.0,古川吉,本田,474(-2),栗東,2021105089,01015,スクリーンヒーロー  ,ステラスターライト  ,ディープインパクト  ,-2.1956091790980845,10
1,2,2,キューティリップ,牝3,54.0,丹内,戸田,458(+2),美浦,2022105131,01091,リアルスティール  ,リップスポイズン  Lips Poison(独)  ,Mamool  ,-1.9405308014837959,9
2,3,3,トロピカルティー,牝4,56.0,菅原明,林,452(+12),美浦,2021105486,01179,リアルスティール  ,キラモサ  Kirramosa(新)  ,Alamosa  ,2.2832628767741117,1
3,4,4,デルマジュテーム,牝3,54.0,的場,的場,452(-4),美浦,2022101969,01108,ノヴェリスト  Novellist(愛)  ,デルマチャチャ  ,サムライハート  ,-1.4803692408163718,6
4,5,5,ニシノエピカリ,牝3,51.0,▲小林美,手塚久,402(-4),美浦,2022100724,01206,フィエールマン  ,シーソルティキッス  ,キングカメハメハ  ,-1.7713816264135749,7
5,6,6,リポサンテ,牝3,54.0,横山和,蛯名正,440(+6),美浦,2022105338,01140,ブリックスアンドモルタル  Bricks and Mortar(米)  ,サラス  ,オルフェーヴル  ,-1.8606422018844533,8
6,7,7,サラスヴァティー,牝3,54.0,横山武,森一,470(-20),美浦,2022105139,01170,レイデオロ  ,リラヴァティ  ,ゼンノロブロイ  ,1.9041891704312786,4
7,7,8,エポナ,牝3,54.0,戸崎圭,木村,500(0),美浦,2022104620,05386,キズナ  ,アルル  Arles(仏)  ,Monsun  ,2.063575353850096,3
8,8,9,オプレントジュエル,牝3,54.0,三浦,田村,516(+2),美浦,2022105365,01122,ブリックスアンドモルタル  Bricks and Mortar(米)  ,ジュエラー  ,ヴィクトワールピサ  ,-0.9719887301005067,5
9,8,10,アビッサルスター,牝3,54.0,佐々木,堀,428(-2),美浦,2022105203,01197,イスラボニータ  ,アヴィオール  ,Redoute's Choice  ,2.194201498268854,2
