,式別,馬番,配当,人気
0,単勝,16,660,4
1,複勝,16,240,4
2,複勝,13,710,10
3,複勝,14,180,2
4,枠連,7-8,900,4
5,馬連,13-16,9820,37
6,ワイド,13-16,2640,35
7,ワイド,14-16,510,4
8,ワイド,13-14,2150,28
9,馬単,16→13,13790,50
10,3連複,13-14-16,11070,38
11,3連単,16→13→14,67280,222
