,式別,馬番,配当,人気
0,単勝,9,1400,6
1,複勝,9,350,7
2,複勝,14,220,1
3,複勝,13,500,10
4,枠連,5-8,1130,4
5,馬連,9-14,3330,13
6,ワイド,9-14,970,8
7,ワイド,9-13,2080,32
8,ワイド,13-14,1440,17
9,馬単,9→14,8870,37
10,3連複,9-13-14,12630,40
11,3連単,9→14→13,84490,296
