,式別,馬番,配当,人気
0,単勝,15,220,1
1,複勝,15,130,1
2,複勝,11,160,2
3,複勝,13,280,6
4,枠連,6-8,660,2
5,馬連,11-15,680,1
6,ワイド,11-15,320,1
7,ワイド,13-15,710,6
8,ワイド,11-13,890,10
9,馬単,15→11,920,1
10,3連複,11-13-15,3070,5
11,3連単,15→11→13,8380,4
