,式別,馬番,配当,人気
0,単勝,5,1110,6
1,複勝,5,400,6
2,複勝,11,1290,12
3,複勝,10,630,8
4,枠連,3-6,2780,12
5,馬連,5-11,14420,40
6,ワイド,5-11,4180,44
7,ワイド,5-10,2710,32
8,ワイド,10-11,8000,61
9,馬単,5→11,26930,82
10,3連複,5-10-11,62180,159
11,3連単,5→11→10,360570,891
