,式別,馬番,配当,人気
0,単勝,2,160,1
1,複勝,2,110,1
2,複勝,5,160,2
3,馬連,2-5,270,1
4,ワイド,2-5,130,2
5,ワイド,2-4,130,1
6,ワイド,4-5,210,4
7,馬単,2→5,310,1
8,3連複,2-4-5,330,1
9,3連単,2→5→4,780,1
