,式別,馬番,配当,人気
0,単勝,4,290,2
1,複勝,4,160,2
2,複勝,3,280,4
3,複勝,7,270,3
4,馬連,3-4,880,4
5,ワイド,3-4,320,4
6,ワイド,4-7,330,5
7,ワイド,3-7,440,6
8,馬単,4→3,1550,5
9,3連複,3-4-7,1470,6
10,3連単,4→3→7,5550,19
