,式別,馬番,配当,人気
0,単勝,3,630,3
1,複勝,3,200,3
2,複勝,1,180,2
3,複勝,16,320,6
4,枠連,1-2,820,1
5,馬連,1-3,930,1
6,ワイド,1-3,470,1
7,ワイド,3-16,1060,11
8,ワイド,1-16,860,7
9,馬単,3→1,2060,2
10,3連複,1-3-16,2490,3
11,3連単,3→1→16,13280,11
