,式別,馬番,配当,人気
0,単勝,7,380,3
1,複勝,7,120,3
2,複勝,8,110,1
3,複勝,2,110,2
4,馬連,7-8,540,3
5,ワイド,7-8,200,3
6,ワイド,2-7,180,2
7,ワイド,2-8,170,1
8,馬単,7→8,1110,6
9,3連複,2-7-8,360,1
10,3連単,7→8→2,2220,6
