,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ブリヤディアマンテ,牡3,56.0,吉田豊,小島,472(-4),美浦,2022104856,733,サトノダイヤモンド,スパークオンアイス,シンボリクリスエス,1.8720988041096336,1,0.7112266172106885,1,,
1,1,2,マイファミリー,牡4,58.0,黛,深山,446(0),美浦,2021103345,1109,ダノンバラード,ユメノマイホーム,ストーミングホーム Storming Home(英),0.6777230053820108,4,0.09121718781439658,4,,
2,2,3,グローリアミノル,牡4,56.0,◇今村,佐藤悠,454(-2),栗東,2021104432,1193,ブリックスアンドモルタル Bricks and Mortar(米),レーヌミノル,ダイワメジャー,-1.0950808216319399,13,-0.8290585665917292,13,,
3,2,4,ウインイルネージュ,牝3,54.0,嶋田,和田郎,428(-4),美浦,2022106221,1134,ゴールドシップ,ウインペイザージュ,ダノンシャンティ,-1.57131433614157,16,-1.0762749535153917,16,,
4,3,5,ウールデュボヌール,牡4,55.0,▲大久保,須貝,490(0),栗東,2021104860,1194,キタサンブラック,サンクボヌール,ハービンジャー Harbinger(英),-0.8389830372653957,12,-0.696116287181925,12,,
5,3,6,エバーステイ,牝3,54.0,横山琉,久保田,402(-4),美浦,2022104686,1192,オルフェーヴル,エバーシャルマン,ハーツクライ,0.09795650379387125,10,-0.2097439487187472,10,,
6,4,7,リポサンテ,牝3,54.0,丹内,蛯名正,436(-2),美浦,2022105338,1091,ブリックスアンドモルタル Bricks and Mortar(米),サラス,オルフェーヴル,0.22354828230064305,8,-0.14454831514026836,8,,
7,4,8,アオラキ,牡5,58.0,小沢,田村,470(-10),美浦,2020106692,1185,ゴールドシップ,カスタディーヴァ,High Chaparral (愛),0.30529128869633737,7,-0.10211490782698962,7,,
8,5,9,ファームツエンティ,セ5,58.0,亀田,北出,444(-6),栗東,2020104491,1176,キズナ,ダノンエレガント,ブライアンズタイム Brian's Time(米),0.5215210000415555,5,0.010131556051877877,5,,
9,5,10,ロードアフェット,牡4,58.0,菊沢,高柳瑞,452(-4),美浦,2021100151,1161,キズナ,ティアーモ,キングカメハメハ,-1.3722204947487504,15,-0.9729238481683313,15,,
10,6,11,ニホンピロゴルディ,牡4,58.0,石川,安達,466(-2),栗東,2021103845,1150,ゴールドシップ,ニホンピロヘーゼル,カジノドライヴ,0.7515545788726752,3,0.12954371100763531,3,,
11,6,12,ウインリュクス,牝5,56.0,荻野極,吉田,438(-2),栗東,2020105189,1160,ハービンジャー Harbinger(英),ウインプリメーラ,ステイゴールド,0.4285407114725425,6,-0.03813520866504776,6,,
12,7,13,マーゴットソラーレ,牡4,55.0,▲上里,伊坂,444(0),美浦,2021104831,1217,ノヴェリスト Novellist(愛),インクレセント,アグネスタキオン,-1.285757423625011,14,-0.9280402198761393,14,,
13,7,14,マイネルアウルム,牡3,53.0,▲石神道,伊藤伸,438(-4),美浦,2022106811,1209,ゴールドシップ,マイネチャーム,アグネスタキオン,1.37886188624288,2,0.455183636157711,2,,
14,8,15,エオアリイ,牡3,53.0,▲舟山,田中博,482(+18),美浦,2022103222,1221,ドゥラメンテ,ステラエージェント Stellar Agent(米),More Than Ready,-0.20301368816645068,11,-0.36597983124533773,11,,
15,8,16,エリナ,牝3,54.0,武藤,戸田,410(+12),美浦,2022101492,1169,カリフォルニアクローム California Chrome(米),ヒーラ,ディープインパクト,0.10927374066696949,9,-0.20386908623115546,9,,
