,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,マテンロウゼロ,牡2,56.0,横山典,松永幹,464(-2),栗東,2023104676,00660,リオンリオン,タイセイアヴァンセ,ハービンジャー  Harbinger(英),-2.300058826782489,9
1,2,2,クールフィデル,牡2,56.0,レーン,和田勇,476(+6),美浦,2023103483,05585,サートゥルナーリア,デルマコイウタ,ディープブリランテ,-2.090679199290608,8
2,3,3,ユイアンゴロー,牡2,56.0,原田和,栗田,482(-2),美浦,2023103144,01143,サトノダイヤモンド,パーフェクトワン,ノヴェリスト  Novellist(愛),-1.8398809989019675,7
3,4,4,オルフセン,牡2,56.0,マーカンド,斎藤誠,484(-2),美浦,2023105642,05626,キズナ,スターズアラインド,Sea The Stars  Sea the Stars(愛),-0.6231110700266446,3
4,4,5,ヨカオウ,牡2,56.0,岩田康,谷,464(-6),栗東,2023102707,05203,キズナ,ヨカヨカ,スクワートルスクワート  Squirtle Squirt(米),-0.6239505014133139,4
5,5,6,ナンヨーロイヤル,牡2,56.0,松山,中舘,456(+10),美浦,2023106305,01126,キタサンブラック,アウトスマート,Smart Strike  (加),-0.9866481601121773,5
6,5,7,オーケーグリット,牡2,56.0,津村,相沢,466(+6),美浦,2023101880,01092,ハービンジャー  Harbinger(英),ヒアーズトウショウ,フジキセキ,-3.137605848528397,12
7,6,8,ケナゲ,牝2,55.0,柴田大,和田雄,458(+6),美浦,2023102166,01009,アニマルキングダム Animal Kingdom(米),レディバゴ,バゴ Bago(仏),-2.5935898364975043,11
8,6,9,ガードオブオナー,牡2,56.0,戸崎圭,林,506(+2),美浦,2023107327,05386,サトノダイヤモンド,ルミナスパレード,シンボリクリスエス,-2.3613049872161556,10
9,7,10,ダイユウアレグロ,牡2,56.0,内田博,松永康,528(+2),美浦,2023103298,00422,レイデオロ,レッドエレノア,ハーツクライ,-1.6640341467778872,6
10,7,11,ティラーノ,牡2,56.0,佐々木,小手川,472(+8),美浦,2023101855,01197,ゴールドシップ,モハー,バトルプラン  Battle Plan(米),0.1710746509562903,1
11,8,12,トルネードアイル,牡2,56.0,ルメール,鹿戸,488(-2),美浦,2023105308,05339,ミッキーアイル,チャイマックス,Congrats (米),-0.5811138175115331,2
12,8,13,グリーンガーネット,牝2,55.0,石橋脩,牧,460(+2),美浦,2023101215,01077,ダノンプレミアム,ニシノマドカ,ジャングルポケット,-3.315770525340716,13
