,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,アーサーバローズ,牡2,56.0,高杉,寺島,494(+8),栗東,2023105468,01213,キセキ,シーカーマ  C Karma(米),Exchange Rate,-0.6842775784441689,4
1,2,2,ファインブルー,牝2,55.0,古川吉,藤野,430(-2),栗東,2023104469,01015,ミッキーグローリー,ファミリーソング,グラスワンダー,-1.7482200697609849,9
2,3,3,ヒロノスカイ,牡2,56.0,松若,宮本,510(+4),栗東,2023102981,01154,リアルスティール,パープル  Purple(愛),Galileo  (愛),-2.366863315940518,10
3,4,4,ジーティーピカソ,牡2,56.0,西村淳,宮地,540(-2),栗東,2023102092,01171,ヴァンゴッホ,プレインズウーマン  Plainswoman(亜),Zensational,-1.7006087930518003,8
4,5,5,キタノシャカール,牡2,56.0,池添,吉田,436(+6),栗東,2023100475,01032,ニューイヤーズデイ,エアヴェイユ,Hard Spun  (米),-2.531212578872648,11
5,6,6,ケンタッキーホーム,牡2,56.0,Ｃデムーロ,松下,514(+6),栗東,2023107181,05473,ゴールドドリーム,フォンタネットポー,ダンカーク  Dunkirk(米),-0.16910523870059335,2
6,6,7,レヴロード,牡2,53.0,▲田山,畑端,482(0),栗東,2023106139,01220,キセキ,アウラヴィータ,アジアエクスプレス,-1.034716304698378,5
7,7,8,ベンティガオルサ,牡2,56.0,武豊,清水久,510(+10),栗東,2023101582,00666,シルバーステート,テーオーメーテル,ゴールドアリュール,-1.363977320828842,7
8,7,9,マルーンドライブ,牡2,56.0,田口,庄野,460(+10),栗東,2023101894,01208,スワーヴリチャード,クイーンカピオラニ,オルフェーヴル,0.5945180406956885,1
9,8,10,クモンリュウ,牡2,56.0,酒井,牧田,540(-14),栗東,2023100378,01034,ベンバトル  Benbatl(英),カワカミサクラ  Kawakami Sakura(愛),Danehill Dancer  (愛),-1.237682497081749,6
10,8,11,モチモチチャン,牝2,55.0,鮫島駿,西村,476(0),栗東,2023104925,01157,デクラレーションオブウォー,エオスモン,ジャスタウェイ,-0.6322459137081065,3
