,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,メイショウセンドウ,牡2,56.0,武豊,飯田,484(0),栗東,2023101756,00666,ホッコータルマエ,ルンルンクオリティ,ヴィクトワールピサ,-4.02977476649267,8
1,2,2,ジーティースティア,牡2,56.0,Ｃデムーロ,藤野,496(+10),栗東,2023107300,05473,ルーラーシップ,ラトゥールレディー,キンシャサノキセキ,-4.358074778792787,10
2,3,3,ナウオアネヴァー,牡2,56.0,高杉,寺島,500(0),栗東,2023104408,01213,キズナ,プリカジュール,アーネストリー,-4.143109964246014,9
3,4,4,ライヴモヒート,牡2,56.0,国分優,坂口,478(0),栗東,2023102337,01125,ルーラーシップ,マイティーハニー,ハーツクライ,-2.8707741634685537,7
4,5,5,ブームバップビート,牡2,56.0,西村淳,中内田,536(-8),栗東,2023110070,01171,Into Mischief,Point of Honor,Curlin  (米),-1.8608746549797996,5
5,6,6,イザベラサンライズ,牝2,52.0,▲田山,羽月,386(-4),栗東,2023106555,01220,ダノンレジェンド,オーパスメーカー,エンパイアメーカー  Empire Maker(米),-1.1913772758171477,4
6,7,7,サウンドコネクト,セ2,56.0,松若,安達,434(0),栗東,2023103401,01154,サートゥルナーリア,サウンドキアラ,ディープインパクト,-0.9296648036933944,3
7,7,8,リオンサーガ,牡2,56.0,田口,宮地,518(0),栗東,2023101586,01208,リオンディーズ,ヒムノティック  Hymnotic(米),War Front,-0.4257833005346695,1
8,8,9,サンライズケヴィン,牡2,56.0,池添,平田,480(-14),栗東,2023106546,01032,シニスターミニスター  Sinister Minister(米),カシュカシュ,アフリート  Afleet(加),-0.856486201645341,2
9,8,10,フロムザムーン,牡2,56.0,幸,畑端,470(-2),栗東,2023102369,00732,ルヴァンスレーヴ,カグラヒメ,マンハッタンカフェ,-2.3845802422692435,6
