,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ソードスレイプニル,牝2,55.0,菅原明,鈴木慎,446(+2),美浦,2023103942,01179,インディチャンプ,ゴールドエンジェル,クロフネ,-1.914074242510254,13
1,2,2,リバテイー,牝2,55.0,横山武,小笠,452(+8),美浦,2023105932,01170,ヴァンキッシュラン,ウィッシングタイム  Wishing Time(愛),Frankel,-1.2415466943059665,10
2,3,3,フクシマグランツ,牝2,55.0,原,松永康,386(+2),美浦,2023101965,01184,タワーオブロンドン,ゴルディロックス,オルフェーヴル,-1.4535087248222425,11
3,4,4,ラヴィングリー,牝2,55.0,佐々木,池上,434(-4),美浦,2023103692,01197,クリソベリル,シャルムダムール,ディープインパクト,-1.717594818415169,12
4,4,5,シンデレラヒメ,牝2,55.0,菱田,石栗,460(+8),美浦,2023109063,01144,ノーブルミッション  Noble Mission(英),ワンダフルメモリー,パイロ  Pyro(米),-0.7718541097818316,7
5,5,6,ドナテアン,牝2,55.0,木幡巧,畠山,428(-2),美浦,2023101643,01162,ミスターメロディ,アンバービーチ,ワークフォース  Workforce(英),-0.617515765753666,6
6,5,7,カセノアステリア,牝2,55.0,津村,鈴木伸,494(+4),美浦,2023104150,01092,モズアスコット,クィーンオブシバ,ファスリエフ  Fasliyev(米),-1.1291402403628508,8
7,6,8,リワードシュテルン,牝2,55.0,横山典,村田,484(+10),美浦,2023102267,00660,モーニン,リワードアメイン,グランシュヴァリエ,-0.4919676563817315,4
8,6,9,シトリンテソーロ,牝2,55.0,泉谷,武市,420(+4),美浦,2023106730,01182,フィエールマン,デイトンテソーロ,Violence,-0.519485396946856,5
9,7,10,トーセンクリステル,牝2,55.0,岩部,杉浦,458(+4),美浦,2023105359,00726,ダイワメジャー,マローネメタリコ,ヘニーヒューズ Henny Hughes(米),0.5757105413111809,1
10,7,11,フェスティヴハート,牝2,55.0,柴田大,畠山,500(-2),美浦,2023104526,01009,アジアエクスプレス,ホワイトショーコ,オルフェーヴル,-0.011177147124654813,2
11,8,12,ブーケドリス,牝2,55.0,マーカンド,宮田,456(+16),美浦,2023103802,05626,ロードカナロア,トワイライトライフ,ゴールドアリュール,-0.20523660081533443,3
12,8,13,ラブデウザ,牝2,52.0,▲遠藤,加藤和,400(0),美浦,2023109094,01218,リアルスティール,ボンニデー,キングカメハメハ,-1.2149749787245459,9
