,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,オーロヴェント,牡2,56.0,岡田,吉田,482(0),栗東,2023101406,5429,ホークビル  Hawkbill(米)  2013 栗毛  [血統][産駒]  Sadler's Wells系,マイオール  2013 鹿毛  [血統][産駒]  FNo.[13-c],フレンチデピュティ  French Deputy(米)  1992 栗毛  [血統][産駒],1.1091948203681046,2,0.36100330700417177,2,,
1,1,2,カレンココナ,牝2,55.0,古川吉,小林,436(0),栗東,2023101061,1015,カレンブラックヒル  2009 黒鹿毛  [血統][産駒]  Halo系,カレンピピ  2017 鹿毛  [血統][産駒]  FNo.[11-d],トーセンホマレボシ  2009 鹿毛  [血統][産駒],-1.5714585371263252,15,-0.3867724436469219,15,,
2,2,3,マイトグラッド,牡2,56.0,城戸,荒川,440(0),栗東,2023103982,1147,サトノアラジン  2011 鹿毛  [血統][産駒]  Halo系,ポルボローネ  2012 栗毛  [血統][産駒]  FNo.[4-p],フレンチデピュティ  French Deputy(米)  1992 栗毛  [血統][産駒],0.44071696271107247,6,0.174529539179769,6,,
3,2,4,メモリーデイズ,牝2,55.0,高倉,畑端,454(0),栗東,2023100628,1130,フィレンツェファイア  2015 鹿毛  [血統][産駒]  Mr. Prospector系,メモリーレーン  2011 栗毛  [血統][産駒]  FNo.[9-f],ダイワメジャー  2001 栗毛  [血統][産駒],0.3406117163406245,7,0.14660490075552246,7,,
4,3,5,プリンセスモコ,牝2,55.0,北村友,藤原,460(0),栗東,2023107520,1102,Charlatan  (米)  2017 栗毛  [血統][産駒]  Mr. Prospector系,Tiger Ride  2012 鹿毛  [血統][産駒]  FNo.[8-j],Candy Ride  1999 鹿毛  [血統][産駒],0.8326234239643739,4,0.2838529425319349,4,,
5,3,6,チョウスター,牝2,55.0,国分優,羽月,466(0),栗東,2023104226,1125,エスポワールシチー  2005 栗毛  [血統][産駒]  Halo系,アラモアナワヒネ  2013 栗毛  [血統][産駒]  FNo.[1-x],グラスワンダー  1995 栗毛  [血統][産駒],-0.2916742151297999,10,-0.029773028046637135,10,,
6,4,7,リトセア,牝2,55.0,岩田望,浜田,466(0),栗東,2023105640,1174,カリフォルニアクローム  California Chrome(米)  2011 栗毛  [血統][産駒]  Seattle Slew系,シトリカ  2015 鹿毛  [血統][産駒]  FNo.[7-c],ヨハネスブルグ  Johannesburg(米)  1999 鹿毛  [血統][産駒],-0.811391093523838,13,-0.1747495046882846,13,,
7,4,8,ミラヴェリタ,牝2,55.0,高杉,吉村,482(0),栗東,2023107521,1213,Practical Joke  (米)  2014 鹿毛  [血統][産駒]  Storm Bird系,Voodoo Economics  2019 鹿毛  [血統][産駒]  FNo.[1-h],Strong Mandate  (米)  2011 鹿毛  [血統][産駒],1.0172215228793877,3,0.3353470984618763,3,,
8,5,9,コサージュ,牝2,54.0,☆吉村,清水久,424(0),栗東,2023107147,1216,ヘニーヒューズ  Henny Hughes(米)  2003 栗毛  [血統][産駒]  Storm Bird系,ハイヒール  2015 鹿毛  [血統][産駒]  FNo.[23-b],トーセンホマレボシ  2009 鹿毛  [血統][産駒],-2.0927595168616113,16,-0.5321908097877273,16,,
9,5,10,アーディアイリ,牝2,52.0,▲田山,緒方,434(0),栗東,2023102460,1220,クリソベリル  2016 鹿毛  [血統][産駒]  Halo系,オースミマコ  2005 鹿毛  [血統][産駒]  FNo.[16-b],フレンチデピュティ  French Deputy(米)  1992 栗毛  [血統][産駒],1.6789678659832465,1,0.5199430914766623,1,,
10,6,11,エコロレバン,牝2,55.0,酒井,大久保,468(0),栗東,2023103625,1034,Speightstown  (米)  1998 栗毛  [血統][産駒]  Mr. Prospector系,ジェイビマロルカ  J Be Mallorca(亜)  2016 鹿毛  [血統][産駒]  FNo.[16-d],J Be K  2005 黒鹿毛  [血統][産駒],0.4746830850261274,5,0.18400448398747335,5,,
11,6,12,ドリームハーモニー,牝2,55.0,田口,加藤公,464(0),栗東,2023103210,1208,パイロ  Pyro(米)  2005 黒鹿毛  [血統][産駒]  Seattle Slew系,ビーチマリカ  2014 芦毛  [血統][産駒]  FNo.[14-e],スマートファルコン  2005 栗毛  [血統][産駒],-0.36469003939278183,11,-0.050140996417114184,11,,
12,7,13,エナスティール,牝2,55.0,松若,小崎,484(0),栗東,2023106089,1154,リアルスティール  2012 鹿毛  [血統][産駒]  Halo系,ジャミン  2015 青鹿毛  [血統][産駒]  FNo.[9-e],エンパイアメーカー  Empire Maker(米)  2000 黒鹿毛  [血統][産駒],0.3273610121887904,8,0.1429085797761271,8,,
