,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父
0,1,1,コンテナワールド,牡4,57.0,▲鷲頭,中竹,栗東,2021104924,01202,エピファネイア ,ユッカマウンテン ,アグネスタキオン 
1,2,2,ティートラップ,牡8,60.0,上野,伊藤伸,美浦,2017103381,01087,シニスターミニスター Sinister Minister(米) ,マンボビーン ,スズカマンボ 
2,3,3,ナイトスピアー,牡5,60.0,大江圭,小野,美浦,2020102347,01120,ストロングリターン ,サクラコ ,メジロベイリー 
3,4,4,タンジェントアーク,セ7,57.0,▲土田,田村,美浦,2018100752,01198,エイシンフラッシュ ,サトノサンシャイン ,ステイゴールド 
4,5,5,メイショウコホク,セ8,60.0,黒岩,笹田,栗東,2017106373,01072,ダイワメジャー ,アルペンローズ Alpine Rose(米) ,Kris S. 
5,5,6,テクネチウム,牡4,59.0,中村,前川,栗東,2021104280,01101,マクフィ Makfi(英) ,プリンセス ,キングズベスト King's Best(米) 
6,6,7,プラチナムレイアー,セ7,60.0,小牧加,河嶋,栗東,2018103503,01196,マツリダゴッホ ,スノークラフト ,アグネスデジタル 
7,6,8,ドンカルロ,牡5,60.0,小野寺,高柳大,栗東,2020104089,01123,ドレフォン Drefong(米) ,レトロクラシック ,ディープインパクト 
8,7,9,ディナースタ,牡6,60.0,高田,辻野,栗東,2019101507,01046,ドゥラメンテ ,ラヴァリーノ Ravarino(米) ,Unbridled's Song (米) 
9,7,10,レディステディゴー,牡7,60.0,難波,中村,栗東,2018104865,01066,ダイワメジャー ,レディトゥプリーズ Ready to Please(米) ,More Than Ready 
10,8,11,ナリノモンターニュ,牡8,62.0,五十嵐,上原博,美浦,2017104700,01069,ヴィクトワールピサ ,オメガアイランド ,エルコンドルパサー 
11,8,12,スヴァルナ,セ10,58.0,▲井上,池江,栗東,2015104512,01151,ステイゴールド ,ブルーミングアレー ,シンボリクリスエス 
