,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,メイショウクーガー,牡5,58.0,中井,中内田,496(0),栗東,2020106205,1141,メイショウボーラー,メイショウゴウヒメ,ジャングルポケット,0.8924121045944114,2,0.07213772241356387,2,,
1,1,2,ブレイクザアイス,セ6,58.0,黛,森一,476(+4),美浦,2019103219,1109,ラニ,チェストケハーツ,ハーツクライ,0.8647703241562028,3,0.06257780380953601,3,,
2,2,3,ハイタイド,牡3,57.0,丸山,牧,468(+2),美浦,2022104503,1127,サトノダイヤモンド,フォークレジェンド,Tapizar,0.2154844504326725,9,-0.16197792325072483,9,,
3,2,4,メイショウコウベ,牡3,56.0,☆松本,和田勇,476(+6),美浦,2022105940,1191,サトノアラジン,メイショウルミナス,アイルハヴアナザー,0.5186474323129124,4,-0.05712890901995851,4,,
4,3,5,ローズマイスター,牡3,54.0,▲小林美,黒岩,508(+2),美浦,2022104419,1206,ドレフォン,ロゼラニ,ブラックタイド,0.23904686676371897,8,-0.15382885402768537,8,,
5,3,6,ディペンダブル,牝3,55.0,菊沢,菊沢,506(+4),美浦,2022105685,1161,ナダル,アルアマーナ,ディープインパクト,-1.097084708914978,16,-0.6159303867532514,16,,
6,4,7,プロスペクトパーク,牡3,57.0,高杉,高柳瑞,500(+2),美浦,2022105548,1213,キズナ,ラブリーベルナデット,Wilburn,-0.526643840530009,13,-0.41864323000291503,13,,
7,4,8,ガラク,牝3,55.0,荻野極,伊坂,426(-8),美浦,2022104093,1160,ディーマジェスティ,サクラメジャー,ダイワメジャー,0.03034948658850608,11,-0.22600690969992634,11,,
8,5,9,ソルトチューダ,牡3,55.0,◇永島,荒川,496(+2),栗東,2022105914,1187,ルーラーシップ,ピュアダイヤモンド,フジキセキ,0.45614611660548676,5,-0.07874500904446032,5,,
9,5,10,オリーブグリーン,牡3,54.0,▲古川奈,矢作,530(-2),栗東,2022105694,1190,ヘニーヒューズ,クリッパールート,シンボリクリスエス,0.31206526108917737,6,-0.12857541899991523,6,,
10,6,11,ゼンエスポワール,牡3,57.0,横山典,飯田,516(-4),栗東,2022110135,660,Practical Joke,Elite Mom,Scat Daddy,-1.0506918365568725,15,-0.5998853970123778,15,,
11,6,12,ブルーストレイル,牡4,58.0,城戸,荒川,472(-6),栗東,2021106078,1147,スマートファルコン,ゲシートショウリ,タイキシャトル,0.03061534857119377,10,-0.22591496124819468,10,,
12,7,13,ゴットランド,牡3,57.0,斎藤,斎藤誠,522(+12),美浦,2022100162,1178,リオンディーズ,ヴィスビー,ネオユニヴァース,1.646453019552756,1,0.33292301398415264,1,,
13,7,14,ヨリノレジェンド,牡3,57.0,団野,奥村豊,458(0),栗東,2022102202,1180,ダノンレジェンド,ストリーク,エイシンフラッシュ,0.27629736398333343,7,-0.14094575765206865,7,,
14,8,15,ノクターナル,牝4,53.0,▲上里,加藤和,452(+6),美浦,2021102900,1217,キタサンブラック,ノーバザー,Scat Daddy,-0.9097862141043017,14,-0.5511531424274141,14,,
15,8,16,コスモシェルベット,牡3,57.0,武藤,水野,452(+10),美浦,2022106785,1169,マインドユアビスケッツ,ダンサーズブロンド,ゴールドアリュール,-0.07801472857806631,12,-0.26348470816871866,12,,
