,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,アマテラスイメル,牝2,55.0,富田,本田,468(0),栗東,2023103244,1168,ゴールドドリーム,ビオレイメル,ワイルドラッシュ,0.07659772805124704,5,-0.16255741380337416,5,,
1,2,2,メイショウサッソウ,牡2,56.0,加藤,庄野,426(0),栗東,2023101953,1156,ダノンキングリー,メイショウヨソユキ,シニスターミニスター,-0.7929800554792529,13,-0.4384736715800457,13,,
2,2,3,ラフロレゾン,牝2,55.0,高杉,新谷,416(0),栗東,2023100236,1213,ダノンスマッシュ,ブルジュオン,ダイワメジャー,-0.23540624727408846,9,-0.2615559978445821,9,,
3,3,4,ヴェルジーネ,牝2,55.0,鮫島駿,宮地,448(0),栗東,2023106786,1157,ニューイヤーズデイ,アンティフリーズ,タップダンスシチー,-0.27895279278700813,10,-0.27537327802881634,10,,
4,3,5,エイユーサクラ,牝2,55.0,秋山稔,高橋忠,472(0),栗東,2023101933,1181,ダノンレジェンド,エイユーモモチャン,サクラバクシンオー,0.07240321144952908,6,-0.16388833019273882,6,,
5,4,6,メリフルアス,牝2,55.0,団野,小栗,470(0),栗東,2023105839,1180,ジャスタウェイ,ポプラ,Frankel,0.4618447413880689,3,-0.040318878904319795,3,,
6,4,7,ペルセポネ,牝2,51.0,★河原田,渡辺,478(0),栗東,2023104596,1204,ナダル,ハルサンサン,サウスヴィグラス,-0.17021966115143936,8,-0.24087235200996288,8,,
7,5,8,タマモマリアージュ,牝2,53.0,△鷲頭,井上,430(0),栗東,2023106057,1202,デクラレーションオブウォー,タマモクラリティー,ハーツクライ,-0.08234161617573961,7,-0.21298872645092207,7,,
8,5,9,ベストロマンス,牝2,55.0,菊沢,西田,442(0),美浦,2023101064,1161,ベストウォーリア,ロマンスストーリー,スマートファルコン,-0.4101717303452703,11,-0.3170089302800868,11,,
9,6,10,エレガントファラオ,牝2,55.0,斎藤,佐藤悠,440(0),栗東,2023107526,1178,American Pharoah,Tap That App,Tapit,0.8295354834686198,2,0.07634906673028088,2,,
10,6,11,ゼンノトヨタマヒメ,牝2,55.0,菅原明,中村,460(0),栗東,2023104612,1179,ロードカナロア,クーファディーヴァ,Frankel,-0.7231840637288853,12,-0.4163274654368923,12,,
11,7,12,ウルスツイスター,牡2,55.0,☆西塚,大橋,466(0),栗東,2023102478,1200,ルヴァンスレーヴ,プリンセスバリュー,サウスヴィグラス,1.0216172666916863,1,0.13729644581211947,1,,
12,7,13,タマモビスケット,牝2,52.0,▲小林美,中竹,464(0),栗東,2023102448,1206,マインドユアビスケッツ,タマモサーティーン,ジョーカプチーノ,0.32024446829165854,4,-0.08524851969423528,4,,
13,8,14,ポンテヴェッキオ,牡2,56.0,小沢,栗田,452(0),美浦,2023105242,1185,フィレンツェファイア,ソウルフルヴォイス,キングカメハメハ,-1.6555472545554766,15,-0.7121654771408409,15,,
14,8,15,ソニックブーム,牝2,55.0,長岡,杉山晴,458(0),栗東,2023102008,1142,リアルスティール,ルソンデュレーヴ,キングカメハメハ,-0.9933637769510082,14,-0.502055248288888,14,,
