,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,セイントホース,牡2,56.0,菱田,谷,490(-2),栗東,2023103176,01144,ミスターメロディ,ヤマカツオーキッド,ダンスインザダーク,0.981923766824156,1
1,2,2,コスモタキシード,牡2,56.0,田口,吉田,484(0),栗東,2023105917,01208,パイロ,シルクドレス,ディープスカイ,-2.7087771287672644,10
2,3,3,タイムレスラブ,牝2,55.0,酒井,羽月,430(-2),栗東,2023101854,01034,ビッグアーサー,ムードン,フレンチデピュティ,-2.9155294035285078,12
3,4,4,ブラックコーラル,牡2,56.0,Ｃデムーロ,清水久,522(-2),栗東,2023106838,05473,キタサンブラック,アドマイヤマリン,クロフネ,-0.7199742586521991,4
4,5,5,イッタレイッタレ,牡2,56.0,岩田望,寺島,480(+6),栗東,2023105058,01174,ルヴァンスレーヴ,ティアドーロ,ハーツクライ,-1.2043674091019954,7
5,5,6,ソルチェリア,牡2,56.0,古川吉,大根田,498(0),栗東,2023102075,01015,ナダル,フェザーレイ,エルコンドルパサー,0.018898622122669975,3
6,6,7,ニシノネガイ,牡2,56.0,津村,水野,448(-2),美浦,2023101589,01092,ダイワメジャー,ボーントゥービーオネスト,Born To Sea,-1.2068478327420986,8
7,6,8,テイエムロングダン,牡2,56.0,田中健,浜田,460(+4),栗東,2023101334,01114,ストロングリターン,テイエムリヴィエラ,テイエムオペラオー,-1.7357505439649568,9
8,7,9,ドメイン,牡2,56.0,松若,松下,508(-2),栗東,2023105445,01154,リオンディーズ,ラヴィアンフルール,ステイゴールド,-0.8516951547024433,5
9,7,10,ブラッドムーン,牝2,52.0,▲田山,宮本,442(-2),栗東,2023102701,01220,シニスターミニスター,ダイヤモンドムーン,マンハッタンカフェ,-2.7445586882841035,11
10,8,11,タニセンローマ,牡2,56.0,岩田康,斎藤誠,460(+2),美浦,2023101095,05203,シャンハイボビー,メイシャイン,シンボリクリスエス,-1.0354649494820198,6
11,8,12,マーゴットデイズ,牡2,56.0,松山,中村,486(0),栗東,2023103896,01126,ドレフォン,デリケートアーチ,アフリート,0.2831939522655287,2
