,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ナイトアクアリウム,牡5,58.0,長岡,杉山佳,,栗東,2020103005,1142,ロードカナロア,ファイブスター,クロフネ,-1.9530798945253225,15,-0.8065723193368205,15,,
1,1,2,サクセスローレル,牡6,58.0,亀田,北出,,栗東,2019102454,1176,マスタリー,コーテサン,ストリートセンス,-2.449634072035992,16,-0.9641285184911558,16,,
2,2,3,サトノフェニックス,牡4,58.0,丸山,西園正,,栗東,2021101444,1127,ヘニーヒューズ,マーメイドティアラ,シンボリクリスエス,0.16030510024419523,7,-0.13599713901113392,7,,
3,2,4,バトゥーキ,牡5,58.0,斎藤,浜田,,栗東,2020101373,1178,ラニ,サンバホイッスル,サウスヴィグラス,-0.10749655563771252,9,-0.22097036638285214,9,,
4,3,5,プロトポロス,牡5,58.0,小沢,西村,,栗東,2020103325,1185,War Front,キャヴァルドレ,サンデーブレイク,-0.9971226060012999,12,-0.5032479214054527,12,,
5,3,6,ロジアデレード,牡4,58.0,柴田善,稲垣,,美浦,2021105360,641,ドレフォン,アデレードヒル,ゴールドヘイロー,0.7377779315610883,3,0.047234477070129115,3,,
6,4,7,ドンインザムード,牡3,57.0,荻野極,今野,,栗東,2022106942,1160,アジアエクスプレス,ハギノウィッシュ,アグネスタキオン,-1.1830113581604484,14,-0.5622302572354808,14,,
7,4,8,ワイワイレジェンド,牡4,58.0,高杉,前川,,栗東,2021103812,1213,ダノンレジェンド,ミッシェルラブ,フォティテン,0.7555584458426694,2,0.052876218447191856,2,,
8,5,9,メイショウカゼマチ,牡5,58.0,中井,角田,,栗東,2020106534,1141,ミッキーアイル,メイショウマイカゼ,メイショウボーラー,0.392605420313772,5,-0.06228845393676123,5,,
9,5,10,エコロガイア,牡4,57.0,松本,森秀,,栗東,2021110056,1191,Speightstown,Charge of Angels,Distorted Humor,1.5158191388583264,1,0.29410626057167705,1,,
10,6,11,エスカル,牡4,58.0,鮫島駿,森秀,,栗東,2021110069,1157,American Pharoah,Pretty Girl,Harlan's Holiday,-0.29509170109164984,10,-0.28049413928856287,10,,
11,6,12,スターターン,牡4,58.0,団野,坂口,,栗東,2021104991,1180,グレーターロンドン,オージーアイドル,スニッツェル,-1.021947352562524,13,-0.5111247914234722,13,,
12,7,13,アッチャゴーラ,牡5,58.0,小崎,浅利,,美浦,2020102843,1152,マインドユアビスケッツ,グラッブユアコート,ゴールドアリュール,0.12056759648456879,8,-0.14860581363277342,8,,
13,7,14,ジョージテソーロ,牡4,58.0,菊沢,嘉藤,,美浦,2021102078,1161,ベストウォーリア,グリンテソーロ,カジノドライヴ,-0.46870515331205354,11,-0.33558153335911595,11,,
14,8,15,ダノンフィーゴ,牡3,57.0,菅原明,友道,,栗東,2022100623,1179,Into Mischief,オリーズキャンディ,Candy Ride,0.7361345789112541,4,0.046713042735055964,4,,
15,8,16,シークレットヴァウ,牡4,58.0,武藤,武藤,,美浦,2021102413,1169,ディスクリートキャット,ジェントルヴァウ,Broken Vow,0.3790200025112506,6,-0.06659909492989419,6,,
