,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,タガノバビロン,牡3,56.0,ルメール,西園翔,,栗東,2022106553,05339,ヘニーヒューズ,スペシャルディナー,スペシャルウィーク,0.3479705578507701,3
1,1,2,タイトニット,牡5,58.0,西村淳,今野,,栗東,2020102750,01171,キズナ,アルティメイトラブ,シンボリクリスエス,-0.08805655879667451,4
2,2,3,ロードラビリンス,牡3,56.0,ジェルー,松下,,栗東,2022100653,05680,ミッキーアイル,ベイコート,ロードカナロア,-1.4906830104742794,11
3,2,4,マーブルロック,牡5,58.0,松若,西園正,,栗東,2020100960,01154,シニスターミニスター,サニーロック,キングカメハメハ,-1.5993630003352668,13
4,3,5,ハピ,牡6,59.0,菱田,大久保,,栗東,2019100630,01144,キズナ,クイーンパイレーツ,キングカメハメハ,-0.9755982516440884,9
5,3,6,アムールドパリ,牝4,55.0,津村,稲垣,,美浦,2021105264,01092,マインドユアビスケッツ,ラブリネスオブパリ,サンデーサイレンス,-1.5832880723091474,12
6,4,7,タイセイドレフォン,牡6,58.0,田口,西村,,栗東,2019105308,01208,ドレフォン,デイトユアドリーム,トワイニング,-2.0335832401313243,14
7,4,8,クールミラボー,牡5,58.0,Ｃデムーロ,寺島,,栗東,2020103387,05473,ドレフォン,サンソヴール,キングカメハメハ,0.5098153090781858,2
8,5,9,ルシュヴァルドール,牡4,57.0,坂井,矢作,,栗東,2021105630,01163,リアルスティール,ソーメニーウェイズ,Sightseeing,-0.7895079191542418,7
9,5,10,ディープリボーン,牡5,59.0,岩田望,四位,,栗東,2020100806,01174,ホッコータルマエ,メイショウアリス,マンハッタンカフェ,0.6811210503450114,1
10,6,11,タクシンイメル,牝4,55.0,和田竜,武英,,栗東,2021104510,01018,サトノダイヤモンド,ダーリングバード,Birdstone,-1.074041113822101,10
11,6,12,マンマリアーレ,牝5,55.0,古川吉,高木,,美浦,2020100761,01015,ゴールドシップ,カラヴィンカ,Bernardini,-0.7397276218949203,6
12,7,13,ジンセイ,牡4,57.0,川田,庄野,,栗東,2021104646,01088,ジャスタウェイ,コマノレジェンド,ストリートセンス,-0.1313430407454971,5
13,7,14,テーオードレフォン,牡6,59.0,吉村,梅田,,栗東,2019101324,01216,ドレフォン,エミネントシチー,ブライアンズタイム,-0.8827650515502927,8
14,8,15,マリオロード,牡6,58.0,池添,安達,,栗東,2019101198,01032,キタサンブラック,ヤマトマリオン,オペラハウス,-2.7232763172951,16
15,8,16,サンライズアリオン,牡6,58.0,藤岡佑,平田,,栗東,2019103419,01093,ザファクター,カシュカシュ,アフリート,-2.255307892281754,15
