,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,スマートオリーブ,牝6,56.0,秋山稔,蛯名利,美浦,2019104059,01181,キングカメハメハ ,スマートオーシャン ,Mr. Greeley ,-0.4531225445087961,6
1,2,2,サザンレイク,牝5,53.0,▲石神道,根本,美浦,2020101481,01209,ヘニーヒューズ Henny Hughes(米) ,ローズゴールド ,サウスヴィグラス ,1.1335355853026732,3
2,3,3,パレフォーコン,牡6,58.0,小沢,鮫島,栗東,2019100683,01185,ストロングリターン ,ブランカ ,ディープインパクト ,2.643305570626037,1
3,3,4,スピニングマーリン,牝5,56.0,的場,西田,美浦,2020104415,01108,サクラオリオン ,サクラエボル ,サクラバクシンオー ,-2.660385827844058,13
4,4,5,パレスドフィーヌ,牝4,56.0,佐々木,鈴木慎,美浦,2021105373,01197,サトノアラジン ,アナスタシアブルー ,ファルブラヴ Falbrav(愛) ,-1.315217214157856,8
5,4,6,シリウス,牡4,55.0,▲柴田裕,石坂,栗東,2021100086,01212,ダノンレジェンド ,アイラインローザー ,バブルガムフェロー ,-2.134858794131894,11
6,5,7,シャーンゴッセ,セ5,57.0,☆泉谷,蛯名正,美浦,2020106930,01182,イスラボニータ ,ルーシーブライド ,ブライアンズタイム Brian's Time(米) ,1.2465953350820616,2
7,5,8,クレッシェンド,牝5,56.0,菅原隆,小手川,美浦,2020109106,01129,ドレフォン Drefong(米) ,キープレイヤー ,メイショウボーラー ,-0.4101376868485288,5
8,6,9,アップフルーク,牡6,55.0,▲石田,松山,美浦,2019102510,01203,トゥザグローリー ,テツムーン ,アドマイヤムーン ,-1.3476789878856814,9
9,6,10,クレイジーディス,牡4,55.0,▲川端,千葉,美浦,2021102522,01195,ディスクリートキャット Discreet Cat(米) ,ラヴクレージー ,ゼンノロブロイ ,-2.538359827730181,12
10,7,11,エスグラシア,牝6,56.0,黛,加藤和,美浦,2019105830,01109,ストロングリターン ,ワイキューブ ,アグネスタキオン ,0.5597895005526872,4
11,7,12,ノーブルミステリー,牝5,54.0,△小林脩,菊川,美浦,2020106429,01183,ディーマジェスティ ,マウンテンミステリー Mountain Mystery(加) ,Mt. Livermore ,-1.6308029309066145,10
12,8,13,プラタルス,牡6,58.0,菊沢,高橋文,美浦,2019103974,01161,ダンカーク Dunkirk(米) ,フレッチャロッサ ,アグネスデジタル ,-2.938276059116331,14
13,8,14,プレアデスグループ,牝4,56.0,丹内,吉岡,栗東,2021104839,01091,サトノアラジン ,オリヒメ ,マジェスティックウォリアー Majestic Warrior(米) ,-1.1224860733959408,7
