,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,メイショウゴールド,牡3,57.0,和田竜,荒川,栗東,2022103188,01018,カリフォルニアクローム California Chrome(米) ,メイショウグロッケ ,メイショウサムソン ,-4.263896141582727,12
1,2,2,シティオブロンドン,牡3,57.0,川又,吉村,栗東,2022101695,01166,タワーオブロンドン ,メトロポール ,ダイワメジャー ,-1.2757062552254315,6
2,3,3,シルシ,牝3,55.0,角田和,武幸,栗東,2022104921,01186,ブリックスアンドモルタル Bricks and Mortar(米) ,デサフィアンテ ,キングカメハメハ ,-5.068547273482518,13
3,3,4,ルジャーダ,牝3,55.0,幸,河内,栗東,2022106649,00732,キズナ ,ドリームジョブ Dream Job(英) ,Dubawi ,0.5842308804926748,4
4,4,5,ニュークレド,牡3,56.0,☆高杉,石坂,栗東,2022101601,01213,ブリックスアンドモルタル Bricks and Mortar(米) ,トーホウアルテミス ,ハーツクライ ,-1.2503007462426599,5
5,4,6,ショウナンナスカ,牡3,57.0,藤懸,畑端,栗東,2022105879,01138,リアルスティール ,ショウナンナナイロ ,エンパイアメーカー Empire Maker(米) ,-3.28163382011588,10
6,5,7,アイサイト,牝3,55.0,岩田望,藤岡,栗東,2022104886,01174,アドマイヤマーズ ,タリサ Talisa(愛) ,Pour Moi (愛) ,3.436250364856162,1
7,5,8,ヴノ,牡3,57.0,北村友,野中,栗東,2022100464,01102,キズナ ,ニコール ,キングカメハメハ ,-3.5392359310064987,11
8,6,9,プティミニョン,牝3,52.0,▲橋木,高橋康,栗東,2022107249,01215,モーリス ,セシルブルース ,エルコンドルパサー ,-5.334772252333185,14
9,6,10,アルピノ,牡3,57.0,ルメール,千田,栗東,2022101721,05339,サートゥルナーリア ,アンリミット ,メイショウボーラー ,-2.3672940970175165,8
10,7,11,ポッドデューク,牡3,57.0,池添,辻野,栗東,2022105316,01032,イスラボニータ ,コッパ Coppa(米) ,Yesbyjimminy ,-2.2823654599060523,7
11,7,12,ケリフレッドアスク,牝3,54.0,☆西塚,藤原,栗東,2022102296,01200,ドゥラメンテ ,ディープインアスク ,ディープインパクト ,-2.5090070619912894,9
12,8,13,ミッキージュエリー,牝3,55.0,川田,中内田,栗東,2022103245,01088,エピファネイア ,ミッキーチャーム ,ディープインパクト ,2.156735618549294,3
13,8,14,テーオーシュタイン,牡3,55.0,△吉村,梅田,栗東,2022104879,01216,ワールドエース ,ソングライティング ,Giant's Causeway (米) ,2.564617381336189,2
