,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id
202604010603,1,6,10,マジンタクシー,牝3,55,吉田隼人,0:1:12.7,,2-2,37.9,10.5,5,496,[東]深山雅史,ダート,1200,晴,良,2026年05月17日,未勝利,2023100949,01095
202604010603,2,4,6,マリリンバローズ,牝3,55,荻野極,0:1:12.7,アタマ,4-4,37.6,2.8,2,460,[西]佐藤悠太,ダート,1200,晴,良,2026年05月17日,未勝利,2023105466,01160
202604010603,3,7,12,エコロセレナ,牝3,55,斎藤新,0:1:13.0,1.1/2,3-3,38.0,2.7,1,466,[東]斎藤誠,ダート,1200,晴,良,2026年05月17日,未勝利,2023107403,01178
202604010603,4,8,14,リトセア,牝3,55,小沢大仁,0:1:13.4,2.1/2,4-4,38.3,9.8,4,460,[西]浜田多実,ダート,1200,晴,良,2026年05月17日,未勝利,2023105640,01185
202604010603,5,3,4,ロンバスブレス,牝3,55,菊沢一樹,0:1:13.5,1/2,4-6,38.3,53.6,9,470,[東]石栗龍彦,ダート,1200,晴,良,2026年05月17日,未勝利,2023106053,01161
202604010603,6,4,7,アドバンスジェンヌ,牝3,51,河原田菜,0:1:13.5,ハナ,11-11,37.6,119.9,13,474,[東]小手川準,ダート,1200,晴,良,2026年05月17日,未勝利,2023104581,01204
202604010603,7,5,8,スカット,牝3,52,上里直汰,0:1:13.7,1.1/4,7-7,38.3,22.3,6,436,[東]堀内岳志,ダート,1200,晴,良,2026年05月17日,未勝利,2023104590,01217
202604010603,8,5,9,プティシラー,牝3,54,長浜鴻緒,0:1:13.7,クビ,9-9,38.1,26.1,7,464,[東]上原博之,ダート,1200,晴,良,2026年05月17日,未勝利,2023101141,01214
202604010603,9,2,2,ベルオーシャン,牝3,53,舟山瑠泉,0:1:13.8,クビ,7-7,38.5,6.0,3,412,[東]柄崎将寿,ダート,1200,晴,良,2026年05月17日,未勝利,2023104980,01221
202604010603,10,1,1,パソドブレ,牝3,52,石神深道,0:1:13.8,クビ,9-9,38.2,84.8,11,450,[東]中川公成,ダート,1200,晴,良,2026年05月17日,未勝利,2023105547,01209
202604010603,11,7,13,ライブリピュア,牝3,55,小林凌大,0:1:14.2,2.1/2,13-13,37.8,103.7,12,444,[東]尾形和幸,ダート,1200,晴,良,2026年05月17日,未勝利,2023102345,01177
202604010603,12,6,11,アンジュリオ,牝3,55,丸田恭介,0:1:14.3,1/2,11-12,38.4,205.1,14,468,[東]高橋文雅,ダート,1200,晴,良,2026年05月17日,未勝利,2023103145,01117
202604010603,13,8,15,リリーサンライズ,牝3,55,富田暁,0:1:14.6,2,1-1,40.0,82.9,10,448,[西]矢作芳人,ダート,1200,晴,良,2026年05月17日,未勝利,2023103592,01168
202604010603,14,3,5,パピヨンヴェール,牝3,55,石川裕紀,0:1:16.2,10,14-14,39.5,46.6,8,510,[西]吉岡辰弥,ダート,1200,晴,良,2026年05月17日,未勝利,2023105293,01150
202604010603,15,2,3,ジョイベル,牝3,52,遠藤汰月,0:1:16.2,クビ,14-15,39.4,314.0,15,452,[東]本間忍,ダート,1200,晴,良,2026年05月17日,未勝利,2023101804,01218
