,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id
202604030103,1,7,11,ジップスパーク,牡2,55,田辺裕信,0:1:36.0,,3-2,33.6,1.7,1,420,[東]中舘英二,芝,1600,晴,良,2026年08月22日,新馬,2024105893,01075
202604030103,2,8,13,アイファーマーリン,牡2,55,藤懸貴志,0:1:36.3,2,10-10,32.8,157.1,11,448,[東]蛯名利弘,芝,1600,晴,良,2026年08月22日,新馬,2024105215,01138
202604030103,3,6,8,セイウンウィルド,牡2,55,大野拓弥,0:1:36.4,1/2,9-9,33.1,14.7,4,484,[東]松山将樹,芝,1600,晴,良,2026年08月22日,新馬,2024103879,01096
202604030103,4,8,12,ミツカネリゲル,牡2,55,石橋脩,0:1:36.4,アタマ,8-8,33.3,19.0,5,458,[東]小野次郎,芝,1600,晴,良,2026年08月22日,新馬,2024109029,01077
202604030103,5,1,1,テンソンコウリン,牡2,55,坂井瑠星,0:1:36.4,クビ,6-6,33.6,3.6,2,516,[東]上原佑紀,芝,1600,晴,良,2026年08月22日,新馬,2024106464,01163
202604030103,6,4,5,トーセンシントラ,牡2,55,三浦皇成,0:1:36.5,1/2,1-1,34.5,25.6,6,492,[東]中舘英二,芝,1600,晴,良,2026年08月22日,新馬,2024104757,01122
202604030103,7,4,4,アラベスクテソーロ,牝2,55,富田暁,0:1:36.7,3/4,5-4,34.1,51.6,8,458,[東]牧光二,芝,1600,晴,良,2026年08月22日,新馬,2024101295,01168
202604030103,8,5,7,タッカーヴィーナス,牝2,55,津村明秀,0:1:36.8,3/4,6-6,34.0,6.7,3,492,[東]鈴木伸尋,芝,1600,晴,良,2026年08月22日,新馬,2024102669,01092
202604030103,9,3,3,マイセイバー,牡2,55,嶋田純次,0:1:37.1,2,10-10,33.6,71.5,10,488,[東]高橋文雅,芝,1600,晴,良,2026年08月22日,新馬,2024102834,01134
202604030103,10,2,2,ベアヒロシデス,牡2,55,斎藤新,0:1:38.6,9,3-4,35.9,46.3,7,476,[東]杉浦宏昭,芝,1600,晴,良,2026年08月22日,新馬,2024104466,01178
202604030103,11,5,6,サンアンドスターズ,牝2,55,菊沢一樹,0:1:39.4,5,2-2,37.0,67.1,9,416,[東]畠山吉宏,芝,1600,晴,良,2026年08月22日,新馬,2024103262,01161
202604030103,12,7,10,タッケンエリカ,牝2,53,石田拓郎,0:1:39.7,2,12-12,35.5,169.3,12,420,[東]新開幸一,芝,1600,晴,良,2026年08月22日,新馬,2024104699,01203
202604030103,除,6,9,エーアイラピド,牡2,55,石川裕紀,0:,,,,---,,440,[東]手塚貴徳,芝,1600,晴,良,2026年08月22日,新馬,2024107140,01150
