,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id
202604010407,1,6,10,フォンメイリー,牝7,53,大久保友,0:1:11.6,,3-3,37.2,24.5,8,486,[東]粕谷昌央,ダート,1200,晴,良,2026年05月10日,1勝クラス,2019105287,01194
202604010407,2,8,14,ミライハーモニー,牝5,54,今村聖奈,0:1:11.6,アタマ,2-2,37.4,6.8,4,426,[西]飯田祐史,ダート,1200,晴,良,2026年05月10日,1勝クラス,2021104671,01193
202604010407,3,1,1,エテオクロス,牡4,55,石田拓郎,0:1:12.1,3,12-13,36.8,25.2,9,518,[東]新開幸一,ダート,1200,晴,良,2026年05月10日,1勝クラス,2022105459,01203
202604010407,3,8,15,ゴメンネジロー,牡4,56,永島まな,0:1:12.1,同着,7-7,37.2,3.4,1,480,[西]谷潔,ダート,1200,晴,良,2026年05月10日,1勝クラス,2022100819,01187
202604010407,5,2,2,ディーエストッキー,牡5,58,小沢大仁,0:1:12.1,ハナ,14-13,36.6,27.7,10,462,[西]橋口慎介,ダート,1200,晴,良,2026年05月10日,1勝クラス,2021105098,01185
202604010407,6,5,9,ワイドデコラシオン,牡4,55,上里直汰,0:1:12.2,クビ,1-1,38.1,8.9,6,508,[西]辻野泰之,ダート,1200,晴,良,2026年05月10日,1勝クラス,2022103306,01217
202604010407,7,5,8,カフジキアッキエレ,牝6,55,長浜鴻緒,0:1:12.4,1.1/2,12-9,37.1,67.5,12,438,[西]森田直行,ダート,1200,晴,良,2026年05月10日,1勝クラス,2020103256,01214
202604010407,8,4,6,リードプリンシパル,牝4,56,松本大輝,0:1:12.7,1.3/4,5-4,38.0,81.7,13,468,[西]秋山真一,ダート,1200,晴,良,2026年05月10日,1勝クラス,2022105748,01191
202604010407,9,4,7,ヨドノゴールド,牡8,55,小林美駒,0:1:12.8,クビ,5-4,38.2,7.8,5,486,[西]橋田宜長,ダート,1200,晴,良,2026年05月10日,1勝クラス,2018103293,01206
202604010407,10,6,11,ウインレアリゼ,牝4,53,石神深道,0:1:12.8,クビ,7-7,37.8,63.9,11,478,[東]小手川準,ダート,1200,晴,良,2026年05月10日,1勝クラス,2022106235,01209
202604010407,11,7,13,テーオーミリカン,牡4,55,森田誠也,0:1:13.1,1.3/4,14-13,37.6,19.7,7,466,[西]宮徹,ダート,1200,晴,良,2026年05月10日,1勝クラス,2022106705,01222
202604010407,12,2,3,アツキヤマト,牡5,58,横山琉人,0:1:13.2,1/2,9-9,38.1,4.8,2,506,[東]手塚貴徳,ダート,1200,晴,良,2026年05月10日,1勝クラス,2021103918,01192
202604010407,13,7,12,クリナッチ,牝4,54,鷲頭虎太,0:1:13.2,クビ,9-9,38.1,194.3,14,458,[東]金成貴史,ダート,1200,晴,良,2026年05月10日,1勝クラス,2022103396,01202
202604010407,14,3,5,シャンハイナイト,牝4,54,舟山瑠泉,0:1:13.7,3,3-6,39.2,6.6,3,478,[東]村田一誠,ダート,1200,晴,良,2026年05月10日,1勝クラス,2022102347,01221
202604010407,15,3,4,フェリスチカ,牝4,53,遠藤汰月,0:1:14.4,4,9-12,39.2,341.4,15,404,[東]伊藤伸一,ダート,1200,晴,良,2026年05月10日,1勝クラス,2022102602,01218
