,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id
202604020505,1,6,11,アラビアンドリーム,牡3,57,坂井瑠星,0:1:55.3,,5-4-4-4,40.1,1.9,1,496,[東]栗田徹,ダート,1800,晴,良,2026年08月08日,未勝利,2023102398,01163
202604020505,2,3,5,オウケンサクラコ,牝3,55,丸田恭介,0:1:55.4,1,13-14-11-10,39.5,101.9,11,412,[東]田中勝春,ダート,1800,晴,良,2026年08月08日,未勝利,2023105601,01117
202604020505,3,1,1,クライングナウ,牡3,57,菱田裕二,0:1:55.5,クビ,7-6-6-7,40.0,33.6,10,512,[東]斎藤誠,ダート,1800,晴,良,2026年08月08日,未勝利,2023103697,01144
202604020505,4,3,4,ユイノサダハル,牡3,57,江田照男,0:1:55.9,2,10-10-9-8,40.1,6.9,3,468,[東]古賀慎明,ダート,1800,晴,良,2026年08月08日,未勝利,2023101841,00689
202604020505,5,8,14,オーロラボレアリス,牝3,55,津村明秀,0:1:56.6,4,7-6-4-4,41.4,7.3,4,476,[西]吉岡辰弥,ダート,1800,晴,良,2026年08月08日,未勝利,2023103348,01092
202604020505,6,4,6,キタイノホシ,牡3,55,石神深道,0:1:56.7,3/4,13-12-12-10,40.7,22.3,7,436,[東]蛯名利弘,ダート,1800,晴,良,2026年08月08日,未勝利,2023100204,01209
202604020505,7,7,12,ウォーレーションズ,牡3,57,菊沢一樹,0:1:57.1,2,15-15-15-13,40.5,13.9,5,512,[東]鈴木慎太,ダート,1800,晴,良,2026年08月08日,未勝利,2023106368,01161
202604020505,8,7,13,コパノミラノ,牡3,57,柴田大知,0:1:57.2,1/2,5-6-6-6,41.7,26.7,8,484,[東]上原博之,ダート,1800,晴,良,2026年08月08日,未勝利,2023101578,01009
202604020505,9,4,7,パワポケウォーズ,牡3,54,佐藤翔馬,0:1:57.4,1.1/2,12-12-9-12,41.6,111.0,12,432,[東]大和田成,ダート,1800,晴,良,2026年08月08日,未勝利,2023107440,01207
202604020505,10,5,8,シンショク,牡3,57,武藤雅,0:1:58.0,3.1/2,1-1-1-1,43.2,17.1,6,470,[東]尾形和幸,ダート,1800,晴,良,2026年08月08日,未勝利,2023100558,01169
202604020505,11,2,3,テキサスバローズ,牡3,54,石田拓郎,0:1:58.1,1/2,4-4-13-13,42.0,205.3,13,508,[東]蛯名正義,ダート,1800,晴,良,2026年08月08日,未勝利,2023102123,01203
202604020505,12,6,10,デルマカイモン,牡3,54,上里直汰,0:1:58.4,1.1/2,9-9-3-2,43.4,28.5,9,496,[東]高柳瑞樹,ダート,1800,晴,良,2026年08月08日,未勝利,2023101371,01217
202604020505,13,5,9,ロイヤルタイム,牡3,57,松岡正海,0:1:58.7,2,2-2-2-2,43.8,278.5,14,442,[東]和田正一,ダート,1800,晴,良,2026年08月08日,未勝利,2023103932,01085
202604020505,14,2,2,キタノドンカルロ,牡3,55,今村聖奈,0:1:59.6,5,3-3-6-8,44.1,6.5,2,434,[東]粕谷昌央,ダート,1800,晴,良,2026年08月08日,未勝利,2023102651,01193
202604020505,15,8,15,ジーティーホクサイ,セ3,57,杉原誠人,0:2:08.5,大,10-11-14-15,52.2,295.8,15,548,[東]大竹正博,ダート,1800,晴,良,2026年08月08日,未勝利,2023106977,01135
