,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id
202604030207,1,2,2,レッチュベルク,牡2,55,田辺裕信,0:1:34.7,,5-4,32.8,2.8,1,478,[東]久保田貴,芝,1600,曇,良,2026年08月23日,オープン,2024106687,01075
202604030207,2,7,7,トウシンマジック,牡2,55,コレット,0:1:34.9,1.1/4,4-4,33.0,4.0,2,476,[東]秋本大介,芝,1600,曇,良,2026年08月23日,オープン,2024104696,05691
202604030207,3,3,3,トップチェッカー,牡2,55,北村友一,0:1:35.4,3,5-6,33.3,8.2,5,492,[西]武英智,芝,1600,曇,良,2026年08月23日,オープン,2024100521,01102
202604030207,4,8,9,スイートアリッサム,牝2,55,杉原誠人,0:1:35.5,1/2,7-8,33.2,19.8,6,440,[東]大和田成,芝,1600,曇,良,2026年08月23日,オープン,2024104483,01135
202604030207,5,1,1,シャンデヴァーグ,牝2,55,津村明秀,0:1:36.0,3,7-7,33.8,4.3,3,426,[東]森一誠,芝,1600,曇,良,2026年08月23日,オープン,2024106025,01092
202604030207,6,6,6,マインドフルネス,牝2,55,菊沢一樹,0:1:36.0,クビ,9-9,33.3,40.3,7,406,[東]村田一誠,芝,1600,曇,良,2026年08月23日,オープン,2024103226,01161
202604030207,7,5,5,エレスレイプニル,牡2,55,木幡育也,0:1:36.5,3,3-3,34.6,113.4,9,444,[東]杉浦宏昭,芝,1600,曇,良,2026年08月23日,オープン,2024106831,01167
202604030207,8,4,4,アイデアルカット,牡2,55,嶋田純次,0:1:37.0,3,9-9,34.5,110.6,8,446,[東]手塚貴徳,芝,1600,曇,良,2026年08月23日,オープン,2024102830,01134
202604030207,9,8,10,インカルナータ,牡2,55,坂井瑠星,0:1:37.4,2.1/2,1-1,34.1,5.0,4,488,[西]西園翔太,芝,1600,曇,良,2026年08月23日,オープン,2024106282,01163
202604030207,10,7,8,マイホームパパ,牡2,55,江田照男,0:1:37.7,1.3/4,2-2,36.0,185.0,10,402,[東]深山雅史,芝,1600,曇,良,2026年08月23日,オープン,2024102852,00689
