,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id
202604010301,1,2,2,ブラックバラード,セ5,60,伴啓太,0:3:10.0,,3-3-2-2,13.1,4.6,3,458,[東]嘉藤貴行,障害,2890,晴,稍重,2026年05月09日,未勝利,2021103267,01149
202604010301,2,5,7,コスモアミマネラ,牡5,60,小坂忠士,0:3:11.4,9,5-5-2-3,13.2,3.5,1,492,[東]柄崎将寿,障害,2890,晴,稍重,2026年05月09日,未勝利,2021106768,01063
202604010301,3,8,13,マグナレガリア,牡5,60,五十嵐雄,0:3:11.9,2.1/2,4-4-4-3,13.3,6.2,4,486,[東]相沢郁,障害,2890,晴,稍重,2026年05月09日,未勝利,2021106574,01069
202604010301,4,7,10,ソレルビュレット,牡5,57,坂口智康,0:3:12.0,1/2,2-2-1-1,13.3,21.1,8,532,[東]松尾卓哉,障害,2890,晴,稍重,2026年05月09日,未勝利,2021110061,01211
202604010301,5,3,3,ロードオールライト,牡5,60,小牧加矢,0:3:14.7,大,8-7-8-8,13.5,13.1,6,522,[西]中内田充,障害,2890,晴,稍重,2026年05月09日,未勝利,2021100148,01196
202604010301,6,5,6,グロッシェン,牡5,60,上野翔,0:3:15.4,4,6-6-7-7,13.5,18.7,7,470,[東]手塚貴徳,障害,2890,晴,稍重,2026年05月09日,未勝利,2021104844,01087
202604010301,7,4,5,エブリモーメント,牡5,60,黒岩悠,0:3:15.9,2.1/2,10-11-6-6,13.6,77.1,12,522,[西]牧田和弥,障害,2890,晴,稍重,2026年05月09日,未勝利,2021104649,01072
202604010301,8,1,1,ボルタドマール,セ7,57,井上敏樹,0:3:16.0,1,1-1-5-5,13.6,11.1,5,524,[東]古賀慎明,障害,2890,晴,稍重,2026年05月09日,未勝利,2019104842,01151
202604010301,9,7,11,メイショウブレゲ,牡7,60,中村将之,0:3:17.3,8,12-11-9-9,13.7,4.3,2,470,[西]本田優,障害,2890,晴,稍重,2026年05月09日,未勝利,2019104091,01101
202604010301,10,6,8,クリアクォーツ,牡4,59,大江原圭,0:3:18.6,8,10-8-10-10,13.7,48.9,11,482,[東]的場均,障害,2890,晴,稍重,2026年05月09日,未勝利,2022101587,01120
202604010301,11,8,12,ナチュラルリバー,牡6,60,高田潤,0:3:19.1,3,13-13-12-12,13.8,36.7,10,490,[西]宮地貴稔,障害,2890,晴,稍重,2026年05月09日,未勝利,2020102559,01046
202604010301,12,6,9,シュエットアムール,牝4,57,水沼元輝,0:3:19.3,1.1/4,9-8-11-11,13.8,113.8,13,428,[東]加藤和宏,障害,2890,晴,稍重,2026年05月09日,未勝利,2022103517,01201
202604010301,中,4,4,マーゴットソラーレ,牡5,60,草野太郎,0:,,7-10-13-13,,32.2,9,450,[東]伊坂重信,障害,2890,晴,稍重,2026年05月09日,未勝利,2021104831,01113
