,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id
202604020804,1,6,9,トップレイアー,牡2,53,今村聖奈,0:1:34.3,,5-5,33.0,2.8,2,486,[西]大久保龍,芝,1600,晴,良,2026年08月16日,新馬,2024106413,01193
202604020804,2,4,4,ロインクロス,牡2,55,田辺裕信,0:1:34.6,1.3/4,3-3,33.6,7.7,3,446,[東]中舘英二,芝,1600,晴,良,2026年08月16日,新馬,2024105759,01075
202604020804,3,4,5,ヨドノプレミアム,牡2,55,吉田豊,0:1:34.9,2,1-1,34.3,78.8,9,480,[東]菊川正達,芝,1600,晴,良,2026年08月16日,新馬,2024102735,00733
202604020804,4,7,11,マルスレジーナ,牝2,55,戸崎圭太,0:1:35.0,1/2,8-8,33.2,2.0,1,470,[東]森一誠,芝,1600,晴,良,2026年08月16日,新馬,2024106621,05386
202604020804,5,2,2,ビップラージャ,牡2,55,江田照男,0:1:35.1,1/2,10-10,33.1,84.6,10,416,[東]嘉藤貴行,芝,1600,晴,良,2026年08月16日,新馬,2024102782,00689
202604020804,6,5,7,ダノンアズール,牡2,55,丸山元気,0:1:35.4,1.3/4,3-3,34.4,28.7,7,486,[西]茶木太樹,芝,1600,晴,良,2026年08月16日,新馬,2024106361,01127
202604020804,7,7,10,パープルタウン,牝2,55,津村明秀,0:1:35.8,2,10-10,33.8,25.2,6,444,[東]鈴木慎太,芝,1600,晴,良,2026年08月16日,新馬,2024102097,01092
202604020804,8,1,1,アルティシモ,牡2,55,三浦皇成,0:1:36.0,1.1/4,8-8,34.3,19.8,5,480,[東]和田正一,芝,1600,晴,良,2026年08月16日,新馬,2024101781,01122
202604020804,9,5,6,リキマル,牡2,55,藤懸貴志,0:1:36.0,クビ,2-2,35.3,49.6,8,480,[東]青木孝文,芝,1600,晴,良,2026年08月16日,新馬,2024104688,01138
202604020804,10,8,12,リアスブルー,牝2,55,菊沢一樹,0:1:36.2,3/4,5-7,34.7,10.8,4,442,[東]菊沢隆徳,芝,1600,晴,良,2026年08月16日,新馬,2024106071,01161
202604020804,11,6,8,ノーブルミント,牝2,55,木幡初也,0:1:37.0,5,5-5,35.7,169.8,12,452,[東]粕谷昌央,芝,1600,晴,良,2026年08月16日,新馬,2024100566,01153
202604020804,12,3,3,ラヴレイン,牝2,55,小崎綾也,0:1:37.0,アタマ,13-13,34.2,164.4,11,452,[東]松山将樹,芝,1600,晴,良,2026年08月16日,新馬,2024106768,01152
202604020804,13,8,13,コスモデュアリズム,牡2,55,松岡正海,0:1:37.4,2.1/2,12-12,35.1,182.4,13,478,[東]伊藤伸一,芝,1600,晴,良,2026年08月16日,新馬,2024105344,01085
