,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id
202604020706,1,4,5,ロードフィレール,牡3,55,戸崎圭太,0:2:09.3,,1-1-1-1,35.1,3.0,2,522,[西]吉岡辰弥,芝,2200,晴,良,2026年08月15日,2勝クラス,2023105818,05386
202604020706,2,7,12,ブラックオリンピア,牡3,55,川田将雅,0:2:09.6,1.3/4,5-5-2-2,35.2,1.5,1,536,[西]友道康夫,芝,2200,晴,良,2026年08月15日,2勝クラス,2023107168,01088
202604020706,3,7,11,オールマイデイズ,牡6,58,丸山元気,0:2:10.4,5,6-6-6-7,35.6,96.5,9,504,[東]矢嶋大樹,芝,2200,晴,良,2026年08月15日,2勝クラス,2020103718,01127
202604020706,4,8,14,ズイウンゴサイ,牡5,58,石橋脩,0:2:10.4,アタマ,14-14-10-2,35.3,107.4,10,468,[東]武市康男,芝,2200,晴,良,2026年08月15日,2勝クラス,2021100597,01077
202604020706,5,4,6,ファーングロット,牡4,58,岩田康誠,0:2:10.5,1/2,8-8-4-2,35.9,6.9,3,498,[西]上村洋行,芝,2200,晴,良,2026年08月15日,2勝クラス,2022105280,05203
202604020706,6,5,8,ビップチェイス,牡5,58,杉原誠人,0:2:10.6,3/4,12-11-10-7,35.5,130.3,12,462,[東]田島俊明,芝,2200,晴,良,2026年08月15日,2勝クラス,2021105763,01135
202604020706,7,3,3,ゴールデンパゴーダ,牝3,53,石川裕紀,0:2:11.0,2,3-3-6-10,36.3,121.2,11,392,[東]上原佑紀,芝,2200,晴,良,2026年08月15日,2勝クラス,2023101116,01150
202604020706,8,6,9,キングズトゥルー,牡4,58,丸田恭介,0:2:11.2,1,11-10-6-2,36.5,28.6,4,462,[東]大竹正博,芝,2200,晴,良,2026年08月15日,2勝クラス,2022103510,01117
202604020706,9,1,1,ダノンピクチャー,牡4,58,小崎綾也,0:2:11.2,ハナ,8-9-10-10,36.1,39.6,5,502,[東]田中博康,芝,2200,晴,良,2026年08月15日,2勝クラス,2022104980,01152
202604020706,10,5,7,サミダレナイツ,牡4,58,田辺裕信,0:2:11.5,1.3/4,2-2-2-2,37.2,65.8,7,496,[西]谷潔,芝,2200,晴,良,2026年08月15日,2勝クラス,2022101605,01075
202604020706,11,3,4,ランツフート,牡4,58,三浦皇成,0:2:11.6,3/4,7-7-9-10,36.7,75.4,8,466,[西]大久保龍,芝,2200,晴,良,2026年08月15日,2勝クラス,2022105577,01122
202604020706,12,6,10,バンフィエルド,牡7,58,柴田大知,0:2:13.4,大,12-13-14-14,37.6,429.4,14,432,[東]粕谷昌央,芝,2200,晴,良,2026年08月15日,2勝クラス,2019104531,01009
202604020706,中,2,2,プリズマジコ,牡5,58,原優介,0:,,10-11-13-13,,162.0,13,448,[西]高橋義忠,芝,2200,晴,良,2026年08月15日,2勝クラス,2021106077,01184
202604020706,中,8,13,パッションリッチ,牡4,58,木幡巧也,0:,,3-4-4-7,,56.2,6,500,[東]久保田貴,芝,2200,晴,良,2026年08月15日,2勝クラス,2022105390,01162
