,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id
202604010303,1,8,15,フレンズプラス,牝3,55,ゴンサル,0:1:12.9,,3-3,38.7,3.4,1,412,[西]宮本博,ダート,1200,晴,稍重,2026年05月09日,未勝利,2023104539,05675
202604010303,2,8,14,キタノプレミアム,牝3,55,国分優作,0:1:13.3,2,2-2,39.3,16.3,7,450,[西]坂口智康,ダート,1200,晴,稍重,2026年05月09日,未勝利,2023100598,01125
202604010303,3,7,13,プラチナムディスク,牝3,53,舟山瑠泉,0:1:14.1,5,1-1,40.2,9.0,5,432,[東]小笠倫弘,ダート,1200,晴,稍重,2026年05月09日,未勝利,2023102383,01221
202604010303,4,7,12,グラマラス,牝3,55,斎藤新,0:1:14.2,クビ,7-7,39.2,7.3,4,468,[西]安田翔伍,ダート,1200,晴,稍重,2026年05月09日,未勝利,2023107185,01178
202604010303,5,1,1,ミスジェイド,牝3,55,長岡禎仁,0:1:14.5,2,4-4,40.2,23.2,9,452,[西]杉山佳明,ダート,1200,晴,稍重,2026年05月09日,未勝利,2023104199,01142
202604010303,6,5,9,スノーランス,牝3,55,富田暁,0:1:14.8,2,5-5,40.3,4.8,2,464,[東]上原佑紀,ダート,1200,晴,稍重,2026年05月09日,未勝利,2023103693,01168
202604010303,7,5,8,ヴィビーム,牝3,55,菊沢一樹,0:1:15.1,1.3/4,5-5,40.6,31.5,10,450,[東]岩戸孝樹,ダート,1200,晴,稍重,2026年05月09日,未勝利,2023104665,01161
202604010303,8,2,3,ラストシャイニー,牝3,52,小林美駒,0:1:15.1,ハナ,8-7,39.9,4.9,3,416,[東]千葉直人,ダート,1200,晴,稍重,2026年05月09日,未勝利,2023105803,01206
202604010303,9,6,10,ローズオブジャパン,牝3,55,横山琉人,0:1:15.1,ハナ,12-9,38.6,9.2,6,436,[東]田中剛,ダート,1200,晴,稍重,2026年05月09日,未勝利,2023101100,01192
202604010303,10,4,7,スターペスアンナ,牝3,52,森田誠也,0:1:15.2,3/4,14-14,37.7,354.5,15,412,[西]石橋守,ダート,1200,晴,稍重,2026年05月09日,未勝利,2023104619,01222
202604010303,11,3,5,スナークオーロラ,牝3,55,小沢大仁,0:1:15.2,アタマ,9-9,39.3,21.9,8,470,[西]今野貞一,ダート,1200,晴,稍重,2026年05月09日,未勝利,2023106196,01185
202604010303,12,2,2,オーロクリューソス,牝3,52,遠藤汰月,0:1:15.6,2,12-13,39.1,231.9,13,426,[西]荒川義之,ダート,1200,晴,稍重,2026年05月09日,未勝利,2023100311,01218
202604010303,13,3,4,モズセンピロ,牝3,55,小崎綾也,0:1:16.0,2.1/2,10-9,39.8,264.3,14,436,[西]牧浦充徳,ダート,1200,晴,稍重,2026年05月09日,未勝利,2023105730,01152
202604010303,14,6,11,ミヤザキムスメ,牝3,53,永島まな,0:1:16.5,3,10-9,40.2,223.5,12,394,[東]和田雄二,ダート,1200,晴,稍重,2026年05月09日,未勝利,2023109146,01187
202604010303,15,4,6,エスコルチア,牝3,55,伊藤工真,0:1:26.5,大,15-15,46.3,217.4,11,462,[東]林徹,ダート,1200,晴,稍重,2026年05月09日,未勝利,2023106138,01119
