,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id
202604010701,1,2,2,ランフォースマイル,牝4,57,五十嵐雄,0:3:11.4,,2-2-2-1,13.2,9.9,4,478,[東]秋本大介,障害,2890,晴,稍重,2026年05月23日,未勝利,2022104130,01069
202604010701,2,5,8,キャネル,牡5,57,坂口智康,0:3:11.7,2,5-5-4-3,13.3,1.8,1,504,[東]手塚貴久,障害,2890,晴,稍重,2026年05月23日,未勝利,2021105885,01211
202604010701,3,6,9,ゴールデンステップ,牝5,58,上野翔,0:3:12.0,1.3/4,3-3-3-2,13.3,5.3,2,490,[東]和田勇介,障害,2890,晴,稍重,2026年05月23日,未勝利,2021103555,01087
202604010701,4,4,5,メイショウトム,牡5,60,難波剛健,0:3:12.6,3.1/2,3-3-4-5,13.3,10.9,5,488,[西]谷潔,障害,2890,晴,稍重,2026年05月23日,未勝利,2021110065,01066
202604010701,5,7,11,プレミアブルー,牡4,59,中村将之,0:3:12.7,1,7-7-6-6,13.3,51.5,9,456,[東]菊川正達,障害,2890,晴,稍重,2026年05月23日,未勝利,2022102387,01101
202604010701,6,7,12,エターナルシルバー,牡4,59,草野太郎,0:3:13.6,5,9-10-6-6,13.4,36.1,8,470,[東]中舘英二,障害,2890,晴,稍重,2026年05月23日,未勝利,2022106737,01113
202604010701,7,1,1,コンフェルマ,セ5,60,小牧加矢,0:3:14.1,3,11-11-10-10,13.4,9.7,3,486,[西]寺島良,障害,2890,晴,稍重,2026年05月23日,未勝利,2021105970,01196
202604010701,8,6,10,セイウンビッグバン,牡4,57,水沼元輝,0:3:14.1,クビ,6-6-8-8,13.4,106.6,12,444,[東]萱野浩二,障害,2890,晴,稍重,2026年05月23日,未勝利,2022100737,01201
202604010701,9,3,4,バンデルオーラ,牡7,60,伴啓太,0:3:14.4,1.3/4,8-8-9-8,13.5,12.0,6,490,[東]岩戸孝樹,障害,2890,晴,稍重,2026年05月23日,未勝利,2019104915,01149
202604010701,10,3,3,コトブキヘスペラス,牡6,60,金子光希,0:3:16.0,10,9-9-11-11,13.6,146.1,14,466,[東]金成貴史,障害,2890,晴,稍重,2026年05月23日,未勝利,2020100209,01052
202604010701,11,8,14,パーセルペーパー,牡5,60,江田勇亮,0:3:16.3,1.3/4,1-1-1-3,13.6,29.1,7,444,[東]和田雄二,障害,2890,晴,稍重,2026年05月23日,未勝利,2021106840,01023
202604010701,12,4,6,ヨシノヤッタルデー,牡5,60,黒岩悠,0:3:16.8,3,12-12-12-12,13.6,93.0,11,466,[西]中竹和也,障害,2890,晴,稍重,2026年05月23日,未勝利,2021102336,01072
202604010701,13,8,13,イェルマーク,牡5,60,大江原圭,0:3:27.6,大,13-13-13-13,14.4,74.1,10,512,[東]西田雄一,障害,2890,晴,稍重,2026年05月23日,未勝利,2021110117,01120
202604010701,中,5,7,ヴァルトバーデン,牡4,57,鷲頭虎太,0:,,13-14,,128.4,13,490,[東]粕谷昌央,障害,2890,晴,稍重,2026年05月23日,未勝利,2022101548,01202
