,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id
202604020504,1,7,13,トラスティア,牝3,55,菊沢一樹,0:1:12.9,,3-3,38.0,3.6,2,444,[東]菊沢隆徳,ダート,1200,晴,良,2026年08月08日,未勝利,2023107524,01161
202604020504,2,5,9,ユイハホンキダゼ,牡3,57,木幡初也,0:1:13.2,2,3-3,38.3,18.5,5,484,[東]尾関知人,ダート,1200,晴,良,2026年08月08日,未勝利,2023104344,01153
202604020504,3,1,1,サリーアン,牡3,57,大野拓弥,0:1:13.3,1/2,8-8,37.4,37.4,8,452,[東]鈴木伸尋,ダート,1200,晴,良,2026年08月08日,未勝利,2023100789,01096
202604020504,4,3,4,ブルーダイヤシチー,牡3,54,佐藤翔馬,0:1:13.4,1/2,13-12,36.6,158.5,11,522,[東]上原博之,ダート,1200,晴,良,2026年08月08日,未勝利,2023100349,01207
202604020504,5,6,10,スノーランス,牝3,55,石橋脩,0:1:13.4,ハナ,2-2,38.9,5.9,3,466,[東]上原佑紀,ダート,1200,晴,良,2026年08月08日,未勝利,2023103693,01077
202604020504,6,3,5,カラクリスピリッツ,牝3,55,菱田裕二,0:1:13.5,クビ,5-5,38.1,48.6,9,466,[東]斎藤誠,ダート,1200,晴,良,2026年08月08日,未勝利,2023104432,01144
202604020504,7,4,6,ブレイブシュガー,牡3,57,吉田豊,0:1:14.4,5,12-12,37.7,13.7,4,476,[東]高橋文雅,ダート,1200,晴,良,2026年08月08日,未勝利,2023103997,00733
202604020504,8,2,2,マイチバイ,牝3,55,松岡正海,0:1:14.5,1/2,6-7,38.8,378.3,14,438,[東]堀内岳志,ダート,1200,晴,良,2026年08月08日,未勝利,2023104588,01085
202604020504,9,7,12,ホウオウバトラー,牡3,54,石田拓郎,0:1:14.5,クビ,8-8,38.6,149.6,10,524,[東]尾形和幸,ダート,1200,晴,良,2026年08月08日,未勝利,2023102430,01203
202604020504,10,6,11,アーリマックス,牝3,53,石神深道,0:1:14.7,1.1/4,14-14,37.4,31.4,7,390,[東]清水英克,ダート,1200,晴,良,2026年08月08日,未勝利,2023101779,01209
202604020504,11,2,3,スティールヴォーグ,牡3,57,三浦皇成,0:1:15.1,2,6-6,39.5,1.8,1,470,[東]中舘英二,ダート,1200,晴,良,2026年08月08日,未勝利,2023102958,01122
202604020504,12,8,14,デルマシラカミ,牝3,52,上里直汰,0:1:15.3,1.1/2,11-11,39.1,307.3,13,448,[東]小野次郎,ダート,1200,晴,良,2026年08月08日,未勝利,2023101359,01217
202604020504,13,4,7,ジャストキュート,牝3,55,武藤雅,0:1:16.2,5,1-1,41.8,27.9,6,458,[東]武藤善則,ダート,1200,晴,良,2026年08月08日,未勝利,2023102436,01169
202604020504,14,8,15,リオダプラタ,牡3,57,江田照男,0:1:16.4,1.1/4,8-10,40.5,164.5,12,556,[東]西田雄一,ダート,1200,晴,良,2026年08月08日,未勝利,2023102866,00689
202604020504,除,5,8,セイウンヤオヨロズ,牡3,55,今村聖奈,0:,,,,---,,470,[東]上原博之,ダート,1200,晴,良,2026年08月08日,未勝利,2023100006,01193
