,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id
202604020703,1,7,10,ピコベリー,牝2,55,津村明秀,0:1:48.0,,6-6,33.8,5.5,2,468,[東]奥村武,芝,1800,晴,良,2026年08月15日,新馬,2024100713,01092
202604020703,2,7,9,コウサイリクリ,牝2,55,柴田大知,0:1:48.3,1.3/4,9-8,33.9,48.8,6,420,[東]粕谷昌央,芝,1800,晴,良,2026年08月15日,新馬,2024102469,01009
202604020703,3,6,8,リバーススイープ,牡2,55,戸崎圭太,0:1:48.6,2,3-3,34.7,10.6,4,476,[東]田島俊明,芝,1800,晴,良,2026年08月15日,新馬,2024107067,05386
202604020703,4,8,12,イカルステソーロ,牡2,55,石川裕紀,0:1:48.7,クビ,2-2,35.0,51.7,7,482,[東]武市康男,芝,1800,晴,良,2026年08月15日,新馬,2024101291,01150
202604020703,5,2,2,リボンロード,牡2,55,川田将雅,0:1:48.8,1,5-5,34.8,1.3,1,492,[東]上原佑紀,芝,1800,晴,良,2026年08月15日,新馬,2024107154,01088
202604020703,6,4,4,モナークスヴァラー,牡2,55,木幡巧也,0:1:48.8,ハナ,6-6,34.5,8.1,3,462,[東]牧光二,芝,1800,晴,良,2026年08月15日,新馬,2024105883,01162
202604020703,7,5,5,ルバート,牡2,55,岩田康誠,0:1:49.1,1.3/4,8-8,34.7,27.3,5,480,[西]茶木太樹,芝,1800,晴,良,2026年08月15日,新馬,2024107023,05203
202604020703,8,8,11,キョウエイシャトル,牡2,55,原優介,0:1:49.3,1,9-10,34.6,128.8,10,472,[東]萱野浩二,芝,1800,晴,良,2026年08月15日,新馬,2024101173,01184
202604020703,9,3,3,ケイジャーダ,牝2,55,石橋脩,0:1:49.4,3/4,3-3,35.5,254.8,12,466,[東]佐藤吉勝,芝,1800,晴,良,2026年08月15日,新馬,2024103607,01077
202604020703,10,6,7,ケブラダラボジェラ,牝2,55,松岡正海,0:1:50.5,7,1-1,36.9,54.2,8,460,[東]伊藤伸一,芝,1800,晴,良,2026年08月15日,新馬,2024103613,01085
202604020703,11,1,1,ルークスイテルム,牡2,55,丸山元気,0:1:51.3,5,12-12,36.2,207.8,11,498,[東]中川公成,芝,1800,晴,良,2026年08月15日,新馬,2024104167,01127
202604020703,12,5,6,フォクセン,牡2,55,武藤雅,0:1:51.6,2,11-10,36.9,85.0,9,490,[東]戸田博文,芝,1800,晴,良,2026年08月15日,新馬,2024106388,01169
