,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id
202604020207,1,3,3,アンパドゥ,牡5,56,岩田望来,0:1:32.4,,12-11,33.7,4.8,1,498,[東]木村哲也,芝,1600,雨,不良,2026年07月26日,オープン,2021110030,01174
202604020207,2,6,10,クランフォード,牝5,54,菊沢一樹,0:1:33.3,5,1-1,35.2,11.3,8,470,[西]杉山晴紀,芝,1600,雨,不良,2026年07月26日,オープン,2021100139,01161
202604020207,3,1,1,ファーヴェント,牡5,57,西塚洸二,0:1:33.3,クビ,3-3,35.0,10.6,6,512,[西]藤原英昭,芝,1600,雨,不良,2026年07月26日,オープン,2021104893,01200
202604020207,4,8,13,ブエナオンダ,牡5,58,田口貫太,0:1:33.4,1/2,14-14,34.4,43.2,14,458,[西]須貝尚介,芝,1600,雨,不良,2026年07月26日,オープン,2021105454,01208
202604020207,5,5,7,エルトンバローズ,牡6,59,コレット,0:1:33.7,1.1/2,12-13,34.8,8.9,3,520,[西]杉山晴紀,芝,1600,雨,不良,2026年07月26日,オープン,2020100680,05691
202604020207,6,3,4,マテンロウスカイ,セ7,58,横山典弘,0:1:34.1,2.1/2,9-9,35.4,31.0,12,490,[西]松永幹夫,芝,1600,雨,不良,2026年07月26日,オープン,2019105546,00660
202604020207,7,2,2,ジュタ,牡4,56,吉田豊,0:1:34.7,3.1/2,7-7,36.3,37.5,13,516,[西]矢作芳人,芝,1600,雨,不良,2026年07月26日,オープン,2022104813,00733
202604020207,8,4,5,レディマリオン,牝5,52,今村聖奈,0:1:34.9,1,6-5,36.5,25.0,11,454,[西]長谷川浩,芝,1600,雨,不良,2026年07月26日,オープン,2021105752,01193
202604020207,9,6,9,サンダーストラック,牡3,54,丸山元気,0:1:35.5,3.1/2,7-7,36.9,14.3,9,530,[東]木村哲也,芝,1600,雨,不良,2026年07月26日,オープン,2023107053,01127
202604020207,10,4,6,シリウスコルト,牡5,58,田辺裕信,0:1:35.7,1.1/2,3-3,37.4,9.0,4,500,[東]田中勝春,芝,1600,雨,不良,2026年07月26日,オープン,2021104094,01075
202604020207,11,5,8,ダノンセンチュリー,牡4,56,戸崎圭太,0:1:35.9,1.1/4,9-11,37.1,5.0,2,462,[東]宮田敬介,芝,1600,雨,不良,2026年07月26日,オープン,2022104814,05386
202604020207,12,7,11,ドロップオブライト,牝7,56.5,松若風馬,0:1:37.0,7,9-9,38.3,16.0,10,448,[西]福永祐一,芝,1600,雨,不良,2026年07月26日,オープン,2019105806,01154
202604020207,13,7,12,ランスオブカオス,牡4,58,石川裕紀,0:1:37.3,2,3-5,38.8,10.3,5,496,[西]奥村豊,芝,1600,雨,不良,2026年07月26日,オープン,2022104401,01150
202604020207,14,8,14,メタルスピード,牡6,55,斎藤新,0:1:38.0,4,2-2,39.8,11.1,7,520,[東]斎藤誠,芝,1600,雨,不良,2026年07月26日,オープン,2020101772,01178
