,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id
202604020305,1,4,6,シェリアドレ,牝3,55,荻野極,0:1:12.0,,1-1,37.0,4.3,2,476,[東]奥村武,ダート,1200,曇,稍重,2026年08月01日,未勝利,2023102518,01160
202604020305,2,3,5,ジーティーニッツァ,牡3,54,上里直汰,0:1:12.4,2,3-3,37.1,81.1,10,446,[東]伊藤伸一,ダート,1200,曇,稍重,2026年08月01日,未勝利,2023106331,01217
202604020305,3,2,2,レイズレガシー,牡3,57,田辺裕信,0:1:12.4,クビ,6-6,36.8,6.6,3,498,[東]高柳瑞樹,ダート,1200,曇,稍重,2026年08月01日,未勝利,2023102978,01075
202604020305,4,5,9,ロンバスブレス,牝3,55,菊沢一樹,0:1:12.6,1,3-3,37.3,13.3,5,470,[東]石栗龍彦,ダート,1200,曇,稍重,2026年08月01日,未勝利,2023106053,01161
202604020305,5,2,3,エリースノー,牝3,55,津村明秀,0:1:13.2,3.1/2,6-6,37.6,15.9,6,428,[東]武市康男,ダート,1200,曇,稍重,2026年08月01日,未勝利,2023103226,01092
202604020305,6,7,13,ユキノサイエンス,牝3,55,石橋脩,0:1:13.2,ハナ,10-8,37.3,72.4,9,396,[東]小野次郎,ダート,1200,曇,稍重,2026年08月01日,未勝利,2023103256,01077
202604020305,7,7,12,サクラドール,牡3,57,戸崎圭太,0:1:13.6,2.1/2,3-3,38.3,2.1,1,494,[東]田島俊明,ダート,1200,曇,稍重,2026年08月01日,未勝利,2023102868,05386
202604020305,8,3,4,ヴィスクレス,牡3,57,原優介,0:1:13.9,2,9-11,38.1,17.7,7,448,[東]矢嶋大樹,ダート,1200,曇,稍重,2026年08月01日,未勝利,2023106167,01184
202604020305,9,8,14,イイクニパッション,牡3,57,三浦皇成,0:1:13.9,ハナ,2-2,38.8,7.2,4,502,[東]深山雅史,ダート,1200,曇,稍重,2026年08月01日,未勝利,2023100102,01122
202604020305,10,8,15,エクスペクタント,牡3,54,石田拓郎,0:1:14.2,1.1/2,6-8,38.6,41.3,8,466,[東]平岩大典,ダート,1200,曇,稍重,2026年08月01日,未勝利,2023105579,01203
202604020305,11,4,7,ペイシャダンシング,牝3,55,木幡初也,0:1:14.2,クビ,14-14,37.7,326.5,14,456,[東]粕谷昌央,ダート,1200,曇,稍重,2026年08月01日,未勝利,2023103126,01153
202604020305,12,6,11,ウィズアバウンス,牝3,55,武藤雅,0:1:14.5,1.3/4,14-14,38.1,200.3,11,406,[東]武藤善則,ダート,1200,曇,稍重,2026年08月01日,未勝利,2023106822,01169
202604020305,13,1,1,バル,牡3,57,柴田大知,0:1:14.5,アタマ,10-8,38.6,216.5,12,512,[東]武市康男,ダート,1200,曇,稍重,2026年08月01日,未勝利,2023101664,01009
202604020305,14,5,8,シュンポシオン,牡3,54,佐藤翔馬,0:1:14.7,3/4,13-12,38.5,382.7,15,448,[東]矢野英一,ダート,1200,曇,稍重,2026年08月01日,未勝利,2023102135,01207
202604020305,15,6,10,ヒラボクキャンティ,牝3,55,江田照男,0:1:15.7,6,12-12,39.7,261.7,13,410,[東]村田一誠,ダート,1200,曇,稍重,2026年08月01日,未勝利,2023102005,00689
