,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id
202604020411,1,8,13,クイーンズレイン,牝3,53,石神深道,0:2:12.5,,5-5-1-1,35.2,2.8,1,446,[東]林徹,芝,2200,晴,良,2026年08月02日,未勝利,2023103686,01209
202604020411,2,7,12,ヤマメホープ,牡3,57,戸崎圭太,0:2:12.8,1.3/4,3-3-2-2,35.4,3.0,2,478,[東]久保田貴,芝,2200,晴,良,2026年08月02日,未勝利,2023103075,05386
202604020411,3,3,4,サヴマ,牡3,57,菊沢一樹,0:2:13.2,2,6-5-3-3,35.5,30.9,10,436,[東]辻哲英,芝,2200,晴,良,2026年08月02日,未勝利,2023106182,01161
202604020411,4,7,11,ソロンゴ,牝3,55,木幡育也,0:2:13.2,クビ,7-7-5-5,35.4,9.1,4,452,[東]高橋文雅,芝,2200,晴,良,2026年08月02日,未勝利,2023100582,01167
202604020411,5,8,14,フォンドルレール,牡3,57,吉田豊,0:2:13.3,1/2,9-9-7-7,35.3,16.7,6,426,[東]戸田博文,芝,2200,晴,良,2026年08月02日,未勝利,2023103799,00733
202604020411,6,1,1,キコリータ,牝3,52,石田拓郎,0:2:13.4,1,12-12-10-9,35.2,7.8,3,426,[東]田中勝春,芝,2200,晴,良,2026年08月02日,未勝利,2023103321,01203
202604020411,7,5,8,マイネルオラクル,牡3,57,津村明秀,0:2:13.6,1,3-3-5-5,35.8,21.1,8,500,[東]尾関知人,芝,2200,晴,良,2026年08月02日,未勝利,2023106422,01092
202604020411,8,5,7,ブラーヴジャン,牡3,57,小崎綾也,0:2:13.7,クビ,9-9-12-10,35.3,14.9,5,422,[東]和田勇介,芝,2200,晴,良,2026年08月02日,未勝利,2023103238,01152
202604020411,9,4,6,タイキヴィグルーズ,牡3,57,丸田恭介,0:2:14.0,2,7-7-7-7,36.0,188.6,13,458,[東]大竹正博,芝,2200,晴,良,2026年08月02日,未勝利,2023102175,01117
202604020411,10,4,5,コスモアミュレット,牡3,54,上里直汰,0:2:14.1,クビ,2-2-3-3,36.4,19.0,7,492,[東]加藤士津,芝,2200,晴,良,2026年08月02日,未勝利,2023106489,01217
202604020411,11,6,9,ジーティーホクサイ,セ3,57,杉原誠人,0:2:14.8,4,13-13-13-13,36.1,94.9,11,552,[東]大竹正博,芝,2200,晴,良,2026年08月02日,未勝利,2023106977,01135
202604020411,12,3,3,フロステリオン,牡3,57,原優介,0:2:14.8,クビ,14-14-13-10,36.2,307.6,14,450,[東]萱野浩二,芝,2200,晴,良,2026年08月02日,未勝利,2023102266,01184
202604020411,13,2,2,レッドリファインド,牡3,57,石川裕紀,0:2:14.9,1/2,9-9-10-10,36.6,22.3,9,478,[東]奥村武,芝,2200,晴,良,2026年08月02日,未勝利,2023105606,01150
202604020411,中,6,10,カムバックトゥミー,牝3,55,嶋田純次,0:,,1-1-7-14,,154.2,12,508,[東]佐藤吉勝,芝,2200,晴,良,2026年08月02日,未勝利,2023106593,01134
