,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ブルースプレイヤー,牡3,54.0,▲森田,高橋亮,564(+4),栗東,2023103432,01222,マインドユアビスケッツ,ジェラテリアバール,マンハッタンカフェ,-3.3589929010238344,8
1,2,2,カットソロ,牡3,57.0,坂井,矢作,520(+4),栗東,2023105404,01163,コントレイル,スルターナ,キングヘイロー,1.4779880313463087,1
2,3,3,アズライトアスール,牡3,57.0,城戸,鈴木孝,448(+2),栗東,2023100785,01147,ミッキーアイル,エスピナアスール,フジキセキ,-3.8897399102660475,9
3,4,4,ラピス,牝3,55.0,北村友,安田,436(-2),栗東,2023104405,01102,コントレイル,ファヴォーラ,Frankel,-0.46413517525121845,3
4,4,5,トコトコクマチ,牡3,54.0,▲田山,岡田,482(-10),栗東,2023104077,01220,ホッコータルマエ,ムニン,Bernardini,-4.090493278349152,10
5,5,6,ナムラヴンダー,牡3,57.0,鮫島駿,河嶋,438(+2),栗東,2023106243,01157,キセキ,ナムラジュノー,トーセンホマレボシ,-5.600336288951009,12
6,5,7,ユイバイハウス,牡3,57.0,幸,森田,496(0),栗東,2023102161,00732,デクラレーションオブウォー,ブレシッドサイレンス,Siyouni,-4.991374174537757,11
7,6,8,ドットカモン,牡3,57.0,西塚,笹田,472(0),栗東,2023104773,01200,ノーブルミッション,サンデーアゲイン,マーベラスサンデー,-3.3346823371533354,6
8,6,9,ケンブリッジグレイ,牝3,51.0,★河原田,渡辺,454(-4),栗東,2023105085,01204,マインドユアビスケッツ,ブルーインザスカイ,チチカステナンゴ,-2.5261437872919448,5
9,7,10,ダノンミッドナイト,牡3,57.0,川田,中内田,484(-8),栗東,2023105335,01088,コントレイル,モアナ,キンシャサノキセキ,-0.48851517115069365,4
10,7,11,キービート,牡3,57.0,藤懸,宮,486(-2),栗東,2023104289,01138,ファインニードル,マンノアクトレス,ハーツクライ,-3.3393188469029216,7
11,8,12,アスクウルトラモア,牡3,55.0,◇古川奈,矢作,392(-8),栗東,2023105237,01190,コントレイル,ケンホープ,Kendargent,-5.94891162011813,13
12,8,13,デルマフジ,牡3,57.0,浜中,武幸,466(0),栗東,2023103481,01115,キタサンブラック,デルマカトリーナ,Ghostzapper,0.10363309887243821,2
